search_query,name,description,url,type,usage_count
web search,Brave Search,Integrate web and local search capabilities into your applications. Access comprehensive search results with flexible filtering and smart fallbacks for enhanced user experience.,https://smithery.ai/server/@Shoofio/brave-search-mcp-sse,Local,
web search,Deep Research,"Enhance your research capabilities with advanced web search, document analysis, and image processing. Utilize powerful tools to gather information, analyze PDFs, and retrieve YouTube transcripts seamlessly. Start your research journey with an intelligent agent that simplifies data extraction and analysis.",https://smithery.ai/server/@Hajime-Y/deep-research-mcp,Local,
web search,JinaAI Search,Integrate Jina.ai's Search API with LLMs for advanced web search capabilities.,https://smithery.ai/server/@spences10/mcp-jinaai-search,Local,
web search,mcp-local-rag | local RAG-like web search,Perform a retrieval-augmented generation (RAG) search on your input queries locally. Enhance your applications with powerful search capabilities without relying on external servers. Experience fast and efficient data retrieval tailored to your needs.,https://smithery.ai/server/@nkapila6/mcp-local-rag,Local,
web search,SearXNG MCP Server,"Integrate web search capabilities into your applications. Execute general queries, news, and articles with pagination support for tailored results. Enhance your projects with powerful search functionalities effortlessly.",https://smithery.ai/server/@deepkl/mcp-searxng,Local,
web search,Tavily Server,"Enable your AI assistants to perform comprehensive web searches and retrieve relevant, up-to-date information effortlessly. Leverage AI-powered search capabilities with rich results and caching for improved performance. Enhance your applications with flexible data access through both tools and resources.",https://smithery.ai/server/@it-beard/tavily-server,Local,
web search,Brave Search,Integrate with Brave Search to perform web and local searches.,https://smithery.ai/server/@arben-adm/brave-mcp-search,Local,
web search,Tavily MCP Server with Proxy Support,Enable AI-powered web searches through proxy servers. Get direct answers to your questions and access recent news articles with AI-extracted relevant content. Enhance your LLM's capabilities with sophisticated search functionalities.,https://smithery.ai/server/@tulong66/mcp-tavily-proxy,Local,
web search,MCP2Brave,Use Brave API to perform web searches.,https://smithery.ai/server/mcp2brave,Local,
web search,SearXNG Search Connector,An MCP server for connecting to SearXNG to perform web searches.,https://smithery.ai/server/mcp-searxng,Remote,
web search,Perplexity Search Golang,Perform real-time web searches and retrieve results with citations using the Perplexity search API. Enhance your applications with the ability to access up-to-date information and related questions seamlessly. Integrate effortlessly with your LLMs to provide enriched search capabilities.,https://smithery.ai/server/@chenxilol/perplexity-mcp-go,Local,
web search,SearXNG Model Context Protocol Server,"Enable language models to perform web searches through SearXNG. Send search queries and receive formatted results seamlessly, enhancing your model's capabilities with real-time web data.",https://smithery.ai/server/@aeon-seraph/searxng-mcp,Local,
web search,SearxNG Server,Provides web search capabilities using the SearxNG API.,https://smithery.ai/server/@ihor-sokoliuk/server-searxng,Remote,
web search,Perplexity Ask,Engage in real-time web searches with the Sonar API to enhance your conversations. Leverage live web-wide research capabilities directly within your applications. Simplify your information retrieval process and get instant answers from the web.,https://smithery.ai/server/@ppl-ai/modelcontextprotocol,Local,
web search,Scrapeless Mcp Server,Enable your AI assistants to perform advanced web searches effortlessly. Leverage Scrapeless to retrieve data from Google Search and summarize results for enhanced decision-making. Start searching smarter with our intuitive MCP server implementation.,https://smithery.ai/server/@scrapeless-ai/scrapeless-mcp-server,Local,
web search,Memory Store,Provide web search capabilities using Puppeteer.,https://smithery.ai/server/@divslingerx/mcp-server,Local,
web search,SysAuto Ask,Engage in real-time web searches by conversing with the Sonar API. Leverage the power of live data to enhance your research capabilities effortlessly. Integrate seamlessly with Claude Desktop for an enriched user experience.,https://smithery.ai/server/@rogeriolembo/mcp-api,Local,
web search,Bing Search,"Enable your AI assistants to perform comprehensive web, news, and image searches using the Microsoft Bing Search API. Access timely information and visual content effortlessly, enhancing the capabilities of your applications. Integrate seamlessly with MCP-compatible clients for a powerful search experience.",https://smithery.ai/server/@leehanchung/bing-search-mcp,Remote,
web search,Deep Research,Search the web for information effortlessly. Leverage the power of the Tavily API to enhance your research capabilities with maximum efficiency. Configure your search parameters and get started quickly with this intuitive tool.,https://smithery.ai/server/@baranwang/mcp-deep-research,Remote,
web search,Ollama Deep Researcher,"Empower your AI assistants to conduct in-depth research on any topic using local LLMs. Generate web search queries, summarize results, and iteratively refine your findings to fill knowledge gaps. Achieve comprehensive insights with a final markdown summary of all sources used.",https://smithery.ai/server/@Cam10001110101/mcp-server-ollama-deep-researcher,Local,
web search,Resources,Building the operating system for AI,https://smithery.ai/,,
web search,Google Search,"Provide Google search capabilities, web content extraction, and screenshot functionality.",https://smithery.ai/server/@Claw256/mcp-google-search,Local,
web search,Perplexity Server,Leverage web search capabilities to find information quickly and efficiently. Automatically select the best model based on your query intent for optimal results. Enhance your search experience with intelligent domain and recency filtering options.,https://smithery.ai/server/@RossH121/perplexity-mcp,Local,
web search,Perplexity MCP Server,Enable web searching capabilities using Perplexity AI.,https://smithery.ai/server/@spragginsdesigns/perplexity-mcp-server,Local,
web search,Web Research Server,Integrate real-time web research capabilities into your applications. Conduct thorough research with Google search integration and webpage content extraction.,https://smithery.ai/server/@jevy/mcp-webresearch,Local,
web search,Gemini API Server,"Leverage the power of Google's Gemini API for versatile AI capabilities. Generate text, create and edit images, analyze videos, and perform web searches seamlessly. Enhance your applications with advanced AI functionalities effortlessly.",https://smithery.ai/server/@techkwon/mcp-gemini,Local,
web search,Kagi Search,MCP server that allows searching the web using Kagi API,https://smithery.ai/server/kagi-mcp,Remote,
web search,Jina AI MCP Server,"Access powerful web services through Claude. Utilize tools for web page reading, web search, and fact-checking.",https://smithery.ai/server/@JoeBuildsStuff/mcp-jina-ai,Local,
web search,Perplexity MCP Server,Leverage web search capabilities to find the latest information using Perplexity AI's API. Easily integrate this server with your applications to enhance your search functionalities. Get timely and relevant search results with just a simple prompt.,https://smithery.ai/server/@hostedmcp/perplexity-mcp,Local,
web search,Search Service,Provide online and local search capabilities.,https://smithery.ai/server/@fengin/search-server,Local,
web search,Tavily Search,"Perform searches based on specified queries and receive AI responses, URIs, and titles of the search results. Enhance your search capabilities with a simple command in Claude Desktop or Cursor, making information retrieval seamless and efficient.",https://smithery.ai/server/@YeonwooSung/metasearch-mcp,Local,
web search,Perplexity Server,Enable web search capabilities using Perplexity's API.,https://smithery.ai/server/@jaacob/perplexity-mcp,Local,
web search,Deep Web Research Server,Enhance web research capabilities with intelligent search and content extraction.,https://smithery.ai/server/@PedroDnT/mcp-deepwebresearch,Local,
web search,Query Table,"Extract and query data from various financial websites seamlessly. Switch between sources effortlessly if one becomes unavailable, ensuring continuous access to critical information. Leverage browser automation for accurate data retrieval without the hassle of manual logins or complex request handling.",https://smithery.ai/server/@wukan1986/query_table,Local,
web search,Google Search Server,Enable your AI models to perform Google searches and analyze webpage content programmatically. Access advanced search features and extract meaningful information from web pages effortlessly. Enhance your applications with powerful web data capabilities.,https://smithery.ai/server/@mixelpixx/Google-Search-MCP-Server,Local,
web search,OpenAI Tool Bridge,"Integrate OpenAI's powerful tools seamlessly into your applications. Leverage web search and code interpretation capabilities within any MCP-compatible model, enhancing your AI's functionality effortlessly.",https://smithery.ai/server/@alohays/openai-tool2mcp,Local,
web search,Brave Search MCP,Enhance your search experience by integrating advanced language model capabilities. Access real-time data and perform complex queries seamlessly. Empower your applications with intelligent search functionalities that adapt to user needs.,https://smithery.ai/server/@w-jeon/mcp-brave-search,Local,
web search,Smithery Search,Enhance your search capabilities with advanced querying and data retrieval features. Access and manipulate real-world data seamlessly to improve your applications. Experience a more efficient way to integrate search functionalities into your projects.,https://smithery.ai/server/@EGDongAn/smithery-search,Local,
web search,Internet Search Server,Enable seamless internet searches through a powerful MCP server. Leverage the Bocha AI search API to enhance your applications with real-time search capabilities. Simplify your integration process with easy setup and configuration.,https://smithery.ai/server/@mingdedi/InternetSearch-mcp-server,Local,
web search,TypeScript MCP Servers,"Enhance your development experience by integrating powerful tools like web search, file system operations, Git management, and shell command execution into your workflow. Leverage the flat-rate Claude Pro subscription to access these capabilities without incurring variable costs. Streamline your coding tasks and improve productivity with seamless integration into the Claude Desktop application.",https://smithery.ai/server/@ukkz/claude-ts-mcps,Local,
web search,MCP Tool Kit,"Enhance your Claude AI assistants with a variety of integrated tools for file operations, web searches, data analysis, and more. Streamline workflows by allowing Claude to perform actions and access external resources seamlessly. Empower your agents to handle complex tasks efficiently and effectively.",https://smithery.ai/server/@getfounded/mcp-tool-kit,Local,
web search,Resources,Building the operating system for AI,https://smithery.ai/,,
web search,Crawl4AI MCP Server,Provide powerful search capabilities and LLM-optimized web content understanding.,https://smithery.ai/server/@weidwonder/crawl4ai-mcp-server,Local,
web search,Azure AI Agent Service,"Enhance your search capabilities by integrating Azure AI services with Claude Desktop. Access intelligent search results from both your private documents and the web, complete with source citations. Customize and extend your search behavior effortlessly to meet your needs.",https://smithery.ai/server/@farzad528/mcp-server-azure-ai-agents,Local,
web search,Firecrawl Server,Enable web scraping and intelligent content searching capabilities.,https://smithery.ai/server/@Msparihar/mcp-server-firecrawl,Local,
web search,Valyu MCP Server,Access Valyu's knowledge retrieval and feedback APIs to enhance your LLM's capabilities. Search proprietary and web sources for information and submit transaction feedback seamlessly. Empower your applications with real-time insights and user interaction.,https://smithery.ai/server/@valyu-network/valyu-mcp-js,Local,
web search,AI Agent Marketplace Index Search Server,Search for AI agents by keywords or categories to find the right tools for your needs. Monitor web traffic performance and access comprehensive metrics for available AI agents. Easily list your AI agents in the marketplace with a robust API.,https://smithery.ai/server/@AI-Agent-Hub/ai-agent-marketplace-index-mcp,Local,
