search_query,name,description,설명,url,type,usage_count,topic
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Discord MCP Server,"Enable your AI assistants to seamlessly interact with Discord. Manage channels, send messages, and retrieve server information effortlessly. Enhance your Discord experience with powerful automation capabilities.","AI 어시스턴트가 Discord와 원활하게 상호 작용할 수 있도록 하세요. 채널을 관리하고, 메시지를 보내고, 서버 정보를 손쉽게 검색하세요. 강력한 자동화 기능으로 Discord 경험을 향상하세요.",https://smithery.ai/server/@barryyip0625/mcp-discord,Remote,1.37k,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Perplexity MCP Zerver,"Leverage AI-powered research capabilities seamlessly without the need for an API key. Perform web searches, retrieve documentation, and analyze code with a modular tool architecture. Enhance your research workflow with integrated chat and API discovery features.","API 키 없이도 AI 기반 연구 기능을 원활하게 활용하세요. 모듈형 도구 아키텍처로 웹 검색을 수행하고, 문서를 검색하고, 코드를 분석하세요. 통합 채팅 및 API 검색 기능으로 연구 워크플로를 강화하세요.",https://smithery.ai/server/@wysh3/perplexity-mcp-zerver,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Anki Integration Server,"Integrate seamlessly with Anki to manage your decks and notes. Create, list, and access Anki decks and note models effortlessly through a simple API. Enhance your Anki experience with powerful tools for note management and organization.","Anki와 완벽하게 통합하여 데크와 노트를 관리하세요. 간단한 API를 통해 Anki 데크와 노트 모델을 손쉽게 만들고, 나열하고, 액세스하세요. 노트 관리 및 구성을 위한 강력한 도구로 Anki 경험을 향상하세요.",https://smithery.ai/server/@CamdenClark/anki-mcp-server,Remote,,1
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,4
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Google Workspace Server,Manage your emails and calendar events programmatically through a unified interface. Interact with Gmail and Calendar APIs seamlessly to automate tasks and enhance productivity. Simplify your workflow by integrating Google services into your applications effortlessly.,통합 인터페이스를 통해 이메일과 캘린더 이벤트를 프로그래밍 방식으로 관리하세요. Gmail 및 캘린더 API와 원활하게 상호 작용하여 작업을 자동화하고 생산성을 향상하세요. Google 서비스를 애플리케이션에 손쉽게 통합하여 워크플로를 간소화하세요.,https://smithery.ai/server/@KaranThink41/google_chat_mcp_server,Remote,,1
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Centinela Analytics Server,Store and manage notes efficiently while generating insightful summaries. Execute SQL queries and create reports seamlessly with Metabase integration. Enhance your data analytics capabilities with a user-friendly interface and powerful tools.,통찰력 있는 요약을 생성하는 동안 효율적으로 노트를 저장하고 관리합니다. Metabase 통합으로 SQL 쿼리를 실행하고 보고서를 매끄럽게 만듭니다. 사용자 친화적인 인터페이스와 강력한 도구로 데이터 분석 기능을 강화합니다.,https://smithery.ai/server/@centinela-io/ctl-analytics-mcp-server,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Web Content Server,Fetch and process web content seamlessly for LLM context using Cloudflare Browser Rendering. Enhance your applications with real-time web data extraction and structured content summarization. Leverage powerful tools to enrich your LLM interactions with relevant web information.,Cloudflare Browser Rendering을 사용하여 LLM 컨텍스트에 대한 웹 콘텐츠를 원활하게 페치하고 처리합니다. 실시간 웹 데이터 추출 및 구조화된 콘텐츠 요약으로 애플리케이션을 강화합니다. 강력한 도구를 활용하여 관련 웹 정보로 LLM 상호 작용을 풍부하게 합니다.,https://smithery.ai/server/@amotivv/cloudflare-browser-rendering,Remote,,3
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",RelevanceAI MCP Server,Integrate and utilize tools created in RelevanceAI seamlessly. Enhance your applications with powerful data processing capabilities through a standardized interface. Start leveraging advanced functionalities to improve your workflows today!,RelevanceAI에서 만든 도구를 원활하게 통합하고 활용하세요. 표준화된 인터페이스를 통해 강력한 데이터 처리 기능으로 애플리케이션을 강화하세요. 오늘 고급 기능을 활용하여 워크플로를 개선하세요!,https://smithery.ai/server/@RelevanceAI/relevanceai-mcp-server,Remote,,4
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",medRxiv MCP Server,"Enhance your research workflow by integrating real-time data access and processing capabilities. Utilize our server to seamlessly interact with medical research data and tools, enabling efficient analysis and insights. Streamline your projects with standardized prompts and resources tailored for the medical domain.",실시간 데이터 액세스 및 처리 기능을 통합하여 연구 워크플로를 강화하세요. 당사의 서버를 활용하여 의료 연구 데이터 및 도구와 원활하게 상호 작용하여 효율적인 분석과 통찰력을 확보하세요. 의료 분야에 맞게 조정된 표준화된 프롬프트와 리소스로 프로젝트를 간소화하세요.,https://smithery.ai/server/@JackKuo666/medrxiv-mcp-server,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Figma API Integration Server,Integrate Figma's powerful design capabilities into your applications. Leverage the MCP server to interact with Figma's API seamlessly and enhance your workflows. Simplify your design processes by connecting Figma with other tools and services effortlessly.,Figma의 강력한 디자인 기능을 애플리케이션에 통합하세요. MCP 서버를 활용하여 Figma의 API와 원활하게 상호 작용하고 워크플로를 개선하세요. Figma를 다른 도구 및 서비스와 손쉽게 연결하여 디자인 프로세스를 간소화하세요.,https://smithery.ai/server/@kailashAppDev/figma-mcp-toolkit,Remote,,4
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Trello Integration Server,"Interact seamlessly with Trello boards and automate your task management. Fetch, update, and manage cards and lists while respecting Trello's API limits and ensuring type safety. Enhance your productivity by integrating Trello's capabilities into your applications effortlessly.","Trello 보드와 원활하게 상호 작용하고 작업 관리를 자동화하세요. Trello의 API 제한을 준수하고 유형 안전성을 보장하면서 카드와 목록을 가져오고, 업데이트하고, 관리하세요. Trello의 기능을 애플리케이션에 손쉽게 통합하여 생산성을 높이세요.",https://smithery.ai/server/@diegofornalha/mcp-server-trello,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Beyond MCP Server,Access social platform data and onchain data seamlessly. Integrate multiple social media platforms with ease and extend functionality as needed. Optimize your LLM interactions with well-formatted context and flexible transport options.,소셜 플랫폼 데이터와 온체인 데이터에 원활하게 액세스하세요. 여러 소셜 미디어 플랫폼을 쉽게 통합하고 필요에 따라 기능을 확장하세요. 잘 구성된 컨텍스트와 유연한 전송 옵션으로 LLM 상호 작용을 최적화하세요.,https://smithery.ai/server/@Beyond-Network-AI/beyond-mcp-server,Remote,,0
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Reference Servers,"Showcase the versatility of Large Language Models by providing secure, controlled access to various tools and data sources. Leverage a collection of reference implementations to enhance your applications with powerful integrations. Start building your own MCP servers with ease using our comprehensive resources and community support.",다양한 도구와 데이터 소스에 대한 안전하고 통제된 액세스를 제공하여 대규모 언어 모델의 다양성을 보여주세요. 참조 구현 컬렉션을 활용하여 강력한 통합으로 애플리케이션을 강화하세요. 포괄적인 리소스와 커뮤니티 지원을 사용하여 손쉽게 자체 MCP 서버를 구축하세요.,https://smithery.ai/server/@leogodlike/reference-servers,Local,,4
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",LinkedIn Digital Intelligence Server,"Interact with LinkedIn's Digital Intelligence services to create and analyze reports, gain insights, and receive typeahead suggestions. Leverage this server to enhance your LinkedIn data analysis capabilities securely and efficiently.","LinkedIn의 디지털 인텔리전스 서비스와 상호 작용하여 보고서를 만들고 분석하고, 통찰력을 얻고, 타이프어헤드 제안을 받으세요. 이 서버를 활용하여 LinkedIn 데이터 분석 기능을 안전하고 효율적으로 강화하세요.",https://smithery.ai/server/@AudienseCo/mcp-audiense-di-linkedin,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Apple Tools,"Integrate seamlessly with Apple applications to manage messages, notes, emails, and more. Enhance your productivity by automating tasks across your Apple ecosystem with simple commands. Experience a streamlined workflow that connects your digital life effortlessly.","Apple 애플리케이션과 완벽하게 통합하여 메시지, 메모, 이메일 등을 관리하세요. 간단한 명령으로 Apple 생태계 전반의 작업을 자동화하여 생산성을 높이세요. 디지털 라이프를 손쉽게 연결하는 간소화된 워크플로를 경험하세요.",https://smithery.ai/server/@jxnl/apple-mcp,Local,,1
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Simple MCP Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by leveraging real-world data and actions through a standardized protocol. Experience dynamic interactions with your LLMs and external resources effortlessly.,애플리케이션을 외부 데이터 및 도구와 원활하게 통합합니다. 표준화된 프로토콜을 통해 실제 데이터와 작업을 활용하여 워크플로를 강화합니다. LLM 및 외부 리소스와의 역동적인 상호 작용을 손쉽게 경험하세요.,https://smithery.ai/server/@BrunoSSantana/poc-simple-mcp-server,Remote,,0
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Logaflow,Enhance your applications with real-time logging and monitoring capabilities. Streamline your data flow and gain insights effortlessly with our powerful tools. Integrate seamlessly and elevate your development experience.,실시간 로깅 및 모니터링 기능으로 애플리케이션을 강화하세요. 강력한 도구로 데이터 흐름을 간소화하고 손쉽게 통찰력을 얻으세요. 원활하게 통합하고 개발 경험을 향상하세요.,https://smithery.ai/server/@antunesgabriel/logaflow-mcp-server,Remote,,3
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Echo,Enhance your applications with real-time data interaction capabilities. Seamlessly integrate and manipulate external resources and tools to enrich user experiences. Empower your agents to respond dynamically with contextual information and actions.,실시간 데이터 상호 작용 기능으로 애플리케이션을 강화하세요. 외부 리소스와 도구를 원활하게 통합하고 조작하여 사용자 경험을 풍부하게 하세요. 에이전트가 상황에 맞는 정보와 작업으로 동적으로 대응할 수 있도록 지원하세요.,https://smithery.ai/server/@Erik-Kim/mcp-echo,Local,,0
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",AST Model Context Protocol Server,"Integrate your applications with advanced language models to access real-time data and perform actions seamlessly. Enhance your workflows by leveraging tools and resources dynamically, ensuring a more interactive and efficient experience. Empower your agents with the ability to manipulate and reference real-world data effortlessly.","고급 언어 모델과 애플리케이션을 통합하여 실시간 데이터에 액세스하고 원활하게 작업을 수행합니다. 도구와 리소스를 동적으로 활용하여 워크플로를 개선하고, 더욱 상호 작용적이고 효율적인 경험을 보장합니다. 에이전트에게 실제 데이터를 손쉽게 조작하고 참조할 수 있는 기능을 제공합니다.",https://smithery.ai/server/@asleep-ai/ast-mcp,Remote,,0
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Superset Integration,"Connect and control your Apache Superset instance programmatically with ease. Enable AI agents to manage dashboards, charts, and databases using natural language requests. Streamline your data exploration and visualization tasks effortlessly.","Apache Superset 인스턴스를 프로그래밍 방식으로 쉽게 연결하고 제어하세요. AI 에이전트가 자연어 요청을 사용하여 대시보드, 차트 및 데이터베이스를 관리할 수 있도록 하세요. 데이터 탐색 및 시각화 작업을 손쉽게 간소화하세요.",https://smithery.ai/server/@aptro/superset-mcp,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Prem AI MCP Server,Integrate seamlessly with Prem AI's powerful features for chat completions and document management. Enhance your AI assistants with Retrieval-Augmented Generation capabilities and real-time streaming responses. Upload and manage documents effortlessly to enrich your interactions.,Prem AI의 강력한 채팅 완료 및 문서 관리 기능과 완벽하게 통합하세요. 검색 증강 생성 기능과 실시간 스트리밍 응답으로 AI 어시스턴트를 강화하세요. 문서를 손쉽게 업로드하고 관리하여 상호 작용을 풍부하게 하세요.,https://smithery.ai/server/@ucalyptus/prem-mcp-server,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Math MCP Server,Enhance your applications with mathematical computation capabilities. Perform complex calculations and operations seamlessly through a standardized interface. Leverage the power of a dedicated server for efficient processing of mathematical tasks.,수학적 계산 기능으로 애플리케이션을 강화하세요. 표준화된 인터페이스를 통해 복잡한 계산과 작업을 원활하게 수행하세요. 수학적 작업을 효율적으로 처리하기 위해 전용 서버의 힘을 활용하세요.,https://smithery.ai/server/@swaroopkasaraneni/mcp-servers,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",MCP Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing your language models to interact with real-world resources and perform actions dynamically. Experience a standardized and secure way to bridge your LLMs with various data sources and functionalities.,애플리케이션을 외부 데이터 및 도구와 원활하게 통합합니다. 언어 모델이 실제 리소스와 상호 작용하고 동적으로 작업을 수행할 수 있도록 하여 워크플로를 개선합니다. 다양한 데이터 소스 및 기능을 사용하여 LLM을 연결하는 표준화되고 안전한 방법을 경험하세요.,https://smithery.ai/server/@hereisnitish/mcp-server,Remote,,0
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",WildFly MCP Server,Integrate with your AI chatbot to interact with WildFly servers using natural language.,자연어를 사용하여 WildFly 서버와 상호 작용할 수 있도록 AI 챗봇과 통합하세요.,https://smithery.ai/server/@wildfly-extras/wildfly-mcp-server,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,4
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Teste MCP Cedraz,Integrate your applications with external data and tools seamlessly. Enhance your workflows by leveraging real-time data and executing actions through a standardized interface.,애플리케이션을 외부 데이터 및 도구와 원활하게 통합합니다. 실시간 데이터를 활용하고 표준화된 인터페이스를 통해 작업을 실행하여 워크플로를 강화합니다.,https://smithery.ai/server/@lixiaotiancai/teste-mcp-cedraz,Remote,,0
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Frontapp Integration Server,"Integrate your Large Language Models with Frontapp to manage customer communications seamlessly. Automate workflows and access conversation data using natural language commands, enhancing your customer support capabilities.",대규모 언어 모델을 Frontapp과 통합하여 고객 커뮤니케이션을 원활하게 관리하세요. 자연어 명령을 사용하여 워크플로를 자동화하고 대화 데이터에 액세스하여 고객 지원 역량을 강화하세요.,https://smithery.ai/server/@zqushair/frontapp-mcp,Remote,,4
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Atlassian Integration Server,"Integrate your Atlassian products with ease. Access Confluence content and Jira tickets directly through the MCP interface, streamlining your workflow and enhancing productivity.",Atlassian 제품을 쉽게 통합하세요. MCP 인터페이스를 통해 Confluence 콘텐츠와 Jira 티켓에 직접 액세스하여 워크플로를 간소화하고 생산성을 향상하세요.,https://smithery.ai/server/@petrsovadina/mcp-atlassian,Remote,,2
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",Anki MCP Server,Connect to Anki and retrieve leech-tagged cards for analysis. Enhance your study sessions by tracking reviewed cards with date-stamped tags. Integrate seamlessly with Claude Desktop for a smarter learning experience.,Anki에 연결하여 분석을 위해 리치 태그가 달린 카드를 검색합니다. 날짜가 찍힌 태그로 검토된 카드를 추적하여 공부 세션을 강화합니다. Claude Desktop과 완벽하게 통합하여 더욱 스마트한 학습 경험을 제공합니다.,https://smithery.ai/server/@captain-blue210/anki-mcp-server,Remote,,1
"Integrate applications with real-world data and external APIs for enhanced workflows and dynamic interactions. Explore servers enabling seamless integration with tools like Anki, Warpcast, and Beamlit for diverse operations.",hh-jira-mcp-server,Connect your Jira account to enhance your workflow with real-time data access and manipulation. Streamline project management by integrating Jira tasks directly into your applications. Experience seamless interaction with your Jira environment through a powerful MCP server.,Jira 계정을 연결하여 실시간 데이터 액세스 및 조작으로 워크플로를 강화하세요. Jira 작업을 애플리케이션에 직접 통합하여 프로젝트 관리를 간소화하세요. 강력한 MCP 서버를 통해 Jira 환경과 원활한 상호 작용을 경험하세요.,https://smithery.ai/server/@alexeydubinin/hh-jira-mcp-server,Remote,,2
