search_query,name,description,설명,url,type,usage_count,topic
Tools and frameworks for building dynamic web applications and integrating real-time data,2gether,Enhance your applications with seamless integration of external data and tools. Access and manipulate real-world resources dynamically to enrich user interactions and automate workflows. Empower your agents to perform complex tasks effortlessly with our standardized protocol.,외부 데이터와 도구를 매끄럽게 통합하여 애플리케이션을 강화하세요. 실제 리소스에 동적으로 액세스하고 조작하여 사용자 상호 작용을 풍부하게 하고 워크플로를 자동화하세요. 표준화된 프로토콜을 사용하여 에이전트가 복잡한 작업을 손쉽게 수행할 수 있도록 지원하세요.,https://smithery.ai/server/@8bitsats/ntogethernow,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Agentic,Enhance your applications with dynamic context integration. Access and manipulate real-world data and tools seamlessly to improve user interactions and decision-making. Leverage a standardized protocol to connect your LLMs with external resources effortlessly.,동적 컨텍스트 통합으로 애플리케이션을 강화하세요. 실제 데이터와 도구에 원활하게 액세스하고 조작하여 사용자 상호 작용과 의사 결정을 개선하세요. 표준화된 프로토콜을 활용하여 LLM을 외부 리소스와 손쉽게 연결하세요.,https://smithery.ai/server/@tarulahsan/agentic,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Append Data to JSON File,Easily append data to a JSON file and display it in an HTML table using Ajax and jQuery's getJSON method. Streamline your data management and enhance user experience with dynamic data loading. Perfect for developers looking to integrate JSON data into their web applications seamlessly.,Ajax와 jQuery의 getJSON 메서드를 사용하여 JSON 파일에 데이터를 쉽게 추가하고 HTML 테이블에 표시합니다. 동적 데이터 로딩으로 데이터 관리를 간소화하고 사용자 경험을 향상시킵니다. JSON 데이터를 웹 애플리케이션에 원활하게 통합하려는 개발자에게 적합합니다.,https://smithery.ai/server/@hoonoh57/append-data-to-json-file-and-display-json-data-to-html-table-using-ajax-jquery-getjson-method,Local,,0
Tools and frameworks for building dynamic web applications and integrating real-time data,MCP Smith,Enhance your applications with dynamic data integration and real-time context manipulation. Utilize powerful tools and resources to streamline workflows and improve user interactions. Experience seamless integration with external APIs and data sources for a more responsive application.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 강력한 도구와 리소스를 활용하여 워크플로를 간소화하고 사용자 상호 작용을 개선하세요. 더욱 반응성이 뛰어난 애플리케이션을 위해 외부 API 및 데이터 소스와의 원활한 통합을 경험하세요.,https://smithery.ai/server/@jsbintu/mcpsmith,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Amplify,Enhance your applications with powerful data integration and manipulation capabilities. Seamlessly connect to various data sources and perform complex operations with ease. Empower your projects by leveraging real-time data and tools to create dynamic user experiences.,강력한 데이터 통합 및 조작 기능으로 애플리케이션을 강화하세요. 다양한 데이터 소스에 원활하게 연결하고 복잡한 작업을 쉽게 수행하세요. 실시간 데이터와 도구를 활용하여 역동적인 사용자 경험을 만들어 프로젝트를 강화하세요.,https://smithery.ai/server/@leogodlike/amplify,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,DevTools,Connect your AI assistants to external services and tools seamlessly. Enable powerful interactions and data manipulation through a robust and extensible framework. Experience a developer-friendly setup with comprehensive documentation for easy integration.,AI 어시스턴트를 외부 서비스 및 도구에 원활하게 연결하세요. 견고하고 확장 가능한 프레임워크를 통해 강력한 상호 작용과 데이터 조작을 가능하게 하세요. 포괄적인 설명서를 통해 개발자 친화적인 설정을 경험하여 쉽게 통합하세요.,https://smithery.ai/server/@DXHeroes/mcp-devtools,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Masaj,"Build dynamic web applications with ease using this Angular-based framework. Leverage powerful features like code scaffolding, unit testing, and end-to-end testing to enhance your development workflow. Start your local server and see changes in real-time as you develop your application.","이 Angular 기반 프레임워크를 사용하여 동적 웹 애플리케이션을 쉽게 빌드하세요. 코드 스캐폴딩, 단위 테스트, 엔드투엔드 테스트와 같은 강력한 기능을 활용하여 개발 워크플로를 강화하세요. 로컬 서버를 시작하고 애플리케이션을 개발하면서 실시간으로 변경 사항을 확인하세요.",https://smithery.ai/server/@bahaahani/masaj,Local,,3
Tools and frameworks for building dynamic web applications and integrating real-time data,uTools,"Enhance your applications with powerful tools and resources. Access and manipulate real-world data seamlessly, enabling dynamic interactions and improved functionality. Streamline your workflows with reusable prompts and efficient tool integrations.",강력한 도구와 리소스로 애플리케이션을 강화하세요. 실제 데이터에 원활하게 액세스하고 조작하여 동적 상호 작용과 향상된 기능을 구현하세요. 재사용 가능한 프롬프트와 효율적인 도구 통합으로 워크플로를 간소화하세요.,https://smithery.ai/server/@mognp2/utools,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Guardian Hub,Enhance your applications with real-time data integration and processing capabilities. Utilize a secure and efficient platform to connect various data sources and tools seamlessly. Empower your projects with dynamic interactions and automated workflows.,실시간 데이터 통합 및 처리 기능으로 애플리케이션을 강화하세요. 안전하고 효율적인 플랫폼을 활용하여 다양한 데이터 소스와 도구를 원활하게 연결하세요. 동적 상호 작용과 자동화된 워크플로로 프로젝트를 강화하세요.,https://smithery.ai/server/@wesleysfavarin/guardian_hub,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,Empower your applications with dynamic data integration and real-time context manipulation. Seamlessly connect to external resources and tools to enhance your workflows and decision-making processes. Experience a new level of interactivity and efficiency in your projects.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 외부 리소스 및 도구에 원활하게 연결하여 워크플로 및 의사 결정 프로세스를 개선하세요. 프로젝트에서 새로운 수준의 상호 작용과 효율성을 경험하세요.,https://smithery.ai/server/@akinoniku/smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Testing Server,Enhance your applications with dynamic data integration and real-time processing capabilities. Access and manipulate external resources seamlessly to enrich user interactions. Simplify complex workflows with reusable prompts and tools for efficient development.,동적 데이터 통합 및 실시간 처리 기능으로 애플리케이션을 강화하세요. 외부 리소스에 원활하게 액세스하고 조작하여 사용자 상호 작용을 풍부하게 하세요. 재사용 가능한 프롬프트와 효율적인 개발을 위한 도구로 복잡한 워크플로를 간소화하세요.,https://smithery.ai/server/@Stefano1109/testing,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Custom Application,Enhance your workflows by integrating real-time data and tools seamlessly. Utilize a standardized protocol to connect your applications with external resources and actions effortlessly. Empower your agents to interact with the real world through a secure and dynamic interface.,실시간 데이터와 도구를 원활하게 통합하여 워크플로를 강화하세요. 표준화된 프로토콜을 활용하여 애플리케이션을 외부 리소스 및 작업에 손쉽게 연결하세요. 안전하고 역동적인 인터페이스를 통해 에이전트가 현실 세계와 상호 작용할 수 있도록 하세요.,https://smithery.ai/server/@Jay-sigzen/custom_app,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,Empower your applications with dynamic data integration and real-time context manipulation. Seamlessly connect to external resources and tools to enhance your workflows and decision-making processes. Experience a new level of interactivity and efficiency in your projects.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 외부 리소스 및 도구에 원활하게 연결하여 워크플로 및 의사 결정 프로세스를 개선하세요. 프로젝트에서 새로운 수준의 상호 작용과 효율성을 경험하세요.,https://smithery.ai/server/@ahmedazizdev/smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Web Chat Application,Build interactive chat experiences with ease. Leverage the power of Next.js to create a responsive and dynamic web chat application that updates in real-time as you develop.,간편하게 대화형 채팅 경험을 구축하세요. Next.js의 힘을 활용하여 개발하는 동안 실시간으로 업데이트되는 반응형 동적 웹 채팅 애플리케이션을 만드세요.,https://smithery.ai/server/@WebChatAppAi/webchat,Local,,3
Tools and frameworks for building dynamic web applications and integrating real-time data,Test 2 Server,Enhance your applications with dynamic data integration and real-time processing capabilities. Access and manipulate external resources seamlessly to enrich user interactions. Simplify complex workflows with reusable prompts and tools for efficient task execution.,동적 데이터 통합 및 실시간 처리 기능으로 애플리케이션을 강화하세요. 외부 리소스에 원활하게 액세스하고 조작하여 사용자 상호 작용을 풍부하게 하세요. 재사용 가능한 프롬프트와 도구를 사용하여 복잡한 워크플로를 간소화하여 효율적인 작업 실행을 실현하세요.,https://smithery.ai/server/@afair4242/test2,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,Empower your applications with dynamic data integration and real-time context manipulation. Seamlessly connect to external resources and tools to enhance your workflows and decision-making processes. Experience a new level of interactivity and efficiency in your projects.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 외부 리소스 및 도구에 원활하게 연결하여 워크플로 및 의사 결정 프로세스를 개선하세요. 프로젝트에서 새로운 수준의 상호 작용과 효율성을 경험하세요.,https://smithery.ai/server/@Awhitter/smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Jas Project,Enhance your applications with real-time data synchronization and powerful backend services. Leverage Firebase to build scalable and secure applications effortlessly. Focus on creating amazing user experiences while we handle the infrastructure.,실시간 데이터 동기화와 강력한 백엔드 서비스로 애플리케이션을 강화하세요. Firebase를 활용하여 확장 가능하고 안전한 애플리케이션을 손쉽게 구축하세요. 인프라를 처리하는 동안 놀라운 사용자 경험을 만드는 데 집중하세요.,https://smithery.ai/server/@TheEnsis/jas-project,Local,,3
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,Empower your applications with dynamic data integration and real-time context manipulation. Seamlessly connect to external resources and tools to enhance your workflows and decision-making processes. Experience a new level of interactivity and efficiency in your projects.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 외부 리소스 및 도구에 원활하게 연결하여 워크플로 및 의사 결정 프로세스를 개선하세요. 프로젝트에서 새로운 수준의 상호 작용과 효율성을 경험하세요.,https://smithery.ai/server/@ginaphi/smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Second Opinion,Provides AI-powered assistance for coding problems using insights from multiple sources.,여러 소스에서 얻은 통찰력을 활용하여 코딩 문제에 대한 AI 기반 지원을 제공합니다.,https://smithery.ai/server/@PoliTwit1984/second-opinion-mcp-server,Local,,3
Tools and frameworks for building dynamic web applications and integrating real-time data,Slim MCP,"Provide a modular API service that integrates various tools for AI agents and automated workflows. Enhance your applications with features like weather updates, task management, and email sending through a consistent RESTful interface.","AI 에이전트와 자동화된 워크플로를 위한 다양한 도구를 통합하는 모듈식 API 서비스를 제공합니다. 일관된 RESTful 인터페이스를 통해 날씨 업데이트, 작업 관리, 이메일 전송과 같은 기능으로 애플리케이션을 강화하세요.",https://smithery.ai/server/@webdevtodayjason/slim-MCP,Local,,1
Tools and frameworks for building dynamic web applications and integrating real-time data,ToolBox,"Automate your workflows and enhance productivity with a powerful AI-driven tool development platform. Create, manage, and execute complex automation tasks seamlessly, integrating with various services like MongoDB and Redis. Experience real-time updates and zero-downtime deployments for uninterrupted operations.","강력한 AI 기반 도구 개발 플랫폼으로 워크플로를 자동화하고 생산성을 높이세요. MongoDB 및 Redis와 같은 다양한 서비스와 통합하여 복잡한 자동화 작업을 원활하게 만들고, 관리하고, 실행하세요. 중단 없는 운영을 위해 실시간 업데이트와 다운타임 없는 배포를 경험하세요.",https://smithery.ai/server/@xiaoguomeiyitian/ToolBox,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,Empower your applications with dynamic data integration and real-time context manipulation. Seamlessly connect to external resources and tools to enhance your workflows and decision-making processes. Experience a new level of interactivity and efficiency in your projects.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 외부 리소스 및 도구에 원활하게 연결하여 워크플로 및 의사 결정 프로세스를 개선하세요. 프로젝트에서 새로운 수준의 상호 작용과 효율성을 경험하세요.,https://smithery.ai/server/@pinhunghsieh/smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Test Server,Integrate your applications with real-time data and tools seamlessly. Enhance your workflows by leveraging external resources and executing actions dynamically. Experience a streamlined approach to accessing and manipulating data in your projects.,실시간 데이터 및 도구와 애플리케이션을 원활하게 통합하세요. 외부 리소스를 활용하고 동적으로 작업을 실행하여 워크플로를 개선하세요. 프로젝트에서 데이터에 액세스하고 조작하는 간소화된 접근 방식을 경험하세요.,https://smithery.ai/server/@wangthes/test0314,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,WhiskerRAG Toolkit,Enhance your applications with powerful retrieval-augmented generation capabilities. Utilize a comprehensive toolkit for seamless integration of data sources and advanced processing methods. Simplify your development workflow with easy-to-use interfaces and robust utilities.,강력한 검색 증강 생성 기능으로 애플리케이션을 강화하세요. 데이터 소스와 고급 처리 방법을 원활하게 통합하기 위한 포괄적인 툴킷을 활용하세요. 사용하기 쉬운 인터페이스와 강력한 유틸리티로 개발 워크플로를 간소화하세요.,https://smithery.ai/server/@petercat-ai/whiskerrag_toolkit,Local,,0
Tools and frameworks for building dynamic web applications and integrating real-time data,Data Product Hackathon Server,Empower your data-driven applications with seamless integration of tools and resources. Access and manipulate real-world data effortlessly while enhancing your workflows. Experience a standardized approach to bridging language models with external contexts.,도구와 리소스를 매끄럽게 통합하여 데이터 중심 애플리케이션을 강화하세요. 워크플로를 개선하는 동시에 실제 데이터에 쉽게 액세스하고 조작하세요. 언어 모델을 외부 컨텍스트와 연결하는 표준화된 접근 방식을 경험하세요.,https://smithery.ai/server/@danoriordan/dataproducthackathon,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,Empower your applications with dynamic data integration and real-time context manipulation. Seamlessly connect to external resources and tools to enhance your workflows and decision-making processes. Experience a new level of interactivity and efficiency in your projects.,동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 외부 리소스 및 도구에 원활하게 연결하여 워크플로 및 의사 결정 프로세스를 개선하세요. 프로젝트에서 새로운 수준의 상호 작용과 효율성을 경험하세요.,https://smithery.ai/server/@sofsy-github/smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Conversational Application Framework,"Build conversational applications with ease. Leverage local LLMs, vector memory, and a plugin system to execute real actions seamlessly. Enhance user interactions with automatic long history summarization and multi-user support.","대화형 애플리케이션을 손쉽게 구축하세요. 로컬 LLM, 벡터 메모리, 플러그인 시스템을 활용하여 실제 작업을 원활하게 실행하세요. 자동 장기 기록 요약 및 다중 사용자 지원으로 사용자 상호 작용을 강화하세요.",https://smithery.ai/server/@eversonpereira/mcp,Local,,0
Tools and frameworks for building dynamic web applications and integrating real-time data,Smithery,"Enhance your applications with dynamic data integration and real-time context manipulation. Utilize powerful tools to interact with external resources seamlessly, enabling smarter and more responsive user experiences.",동적 데이터 통합 및 실시간 컨텍스트 조작으로 애플리케이션을 강화하세요. 강력한 도구를 활용하여 외부 리소스와 원활하게 상호 작용하여 더욱 스마트하고 반응성이 뛰어난 사용자 경험을 구현하세요.,https://smithery.ai/server/@digo-testi/mcp-smithery,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,h4chik1,Connect with real-world data and tools seamlessly. Enhance your applications with powerful integrations and capabilities. Experience a new level of interaction with your data and workflows.,실제 데이터와 도구를 매끄럽게 연결합니다. 강력한 통합 및 기능으로 애플리케이션을 강화합니다. 데이터와 워크플로우와의 새로운 수준의 상호 작용을 경험합니다.,https://smithery.ai/server/@h4chik1/h4chik1,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,BrowserTools,"Enhance your AI applications by enabling them to monitor and interact with browser data seamlessly. Capture console logs, network activity, and screenshots directly from your browser to empower your AI tools. Experience a secure, local solution that keeps your data private while providing powerful insights.","브라우저 데이터를 원활하게 모니터링하고 상호 작용할 수 있도록 하여 AI 애플리케이션을 강화하세요. 브라우저에서 직접 콘솔 로그, 네트워크 활동 및 스크린샷을 캡처하여 AI 도구를 강화하세요. 강력한 통찰력을 제공하면서 데이터를 비공개로 유지하는 안전한 로컬 솔루션을 경험하세요.",https://smithery.ai/server/@chikingsley/browser-tools-mcp,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,MCP Development Framework,"Create custom tools to interact with large language models effortlessly. Enhance your Cursor IDE with advanced features like web content fetching, PDF document processing, and Word document parsing. Streamline your workflow and automate tasks with ease.","대규모 언어 모델과 손쉽게 상호 작용할 수 있는 사용자 지정 도구를 만드세요. 웹 콘텐츠 페칭, PDF 문서 처리, Word 문서 구문 분석과 같은 고급 기능으로 Cursor IDE를 강화하세요. 워크플로를 간소화하고 작업을 쉽게 자동화하세요.",https://smithery.ai/server/@aigo666/mcp-framework,Remote,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Teste Server,Enhance your applications with dynamic data integration and real-time processing capabilities. Access and manipulate external resources seamlessly to enrich user interactions. Simplify complex workflows with reusable prompts and tools for efficient task execution.,동적 데이터 통합 및 실시간 처리 기능으로 애플리케이션을 강화하세요. 외부 리소스에 원활하게 액세스하고 조작하여 사용자 상호 작용을 풍부하게 하세요. 재사용 가능한 프롬프트와 도구를 사용하여 복잡한 워크플로를 간소화하여 효율적인 작업 실행을 실현하세요.,https://smithery.ai/server/@Fabiocamarg/teste2,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,XForceCom,Enhance your web applications with powerful features and elegant syntax. Streamline development processes and improve productivity with a robust framework designed for modern web projects.,강력한 기능과 우아한 구문으로 웹 애플리케이션을 강화하세요. 현대 웹 프로젝트를 위해 설계된 견고한 프레임워크로 개발 프로세스를 간소화하고 생산성을 개선하세요.,https://smithery.ai/server/@devmdeniz/xforcecom,Local,,0
Tools and frameworks for building dynamic web applications and integrating real-time data,Awesome MCP Server,Fetch real-time weather details and forecasts or retrieve LinkedIn profile data seamlessly. Enhance your AI models with real-world insights and data integration capabilities. Start building intelligent applications that leverage external APIs effortlessly.,실시간 날씨 세부 정보와 예보를 가져오거나 LinkedIn 프로필 데이터를 원활하게 검색하세요. 실제 통찰력과 데이터 통합 기능으로 AI 모델을 강화하세요. 외부 API를 손쉽게 활용하는 지능형 애플리케이션을 구축하세요.,https://smithery.ai/server/@AIAnytime/Awesome-MCP-Server,Local,,1
Tools and frameworks for building dynamic web applications and integrating real-time data,Dust MCP Server JS,Interact seamlessly with Dust AI agents and enhance your applications with real-time capabilities. Leverage the power of the Model Context Protocol to manage sessions and context while ensuring secure API interactions. Start building intelligent applications that respond dynamically to user input and queries.,Dust AI 에이전트와 원활하게 상호 작용하고 실시간 기능으로 애플리케이션을 강화하세요. Model Context Protocol의 힘을 활용하여 세션과 컨텍스트를 관리하고 안전한 API 상호 작용을 보장하세요. 사용자 입력 및 쿼리에 동적으로 응답하는 지능형 애플리케이션을 구축하기 시작하세요.,https://smithery.ai/server/@ma3u/mcp-dust-server,Local,,0
Tools and frameworks for building dynamic web applications and integrating real-time data,Demo Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by leveraging external resources and executing actions dynamically. Experience a standardized and secure way to interact with your data and services.,애플리케이션을 실제 데이터 및 도구와 원활하게 통합하세요. 외부 리소스를 활용하고 동적으로 작업을 실행하여 워크플로를 개선하세요. 데이터 및 서비스와 상호 작용하는 표준화되고 안전한 방법을 경험하세요.,https://smithery.ai/server/@jiaxi12396/demo,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Testing Server,Enable seamless integration of external data and tools with your applications. Enhance your workflows by dynamically accessing resources and executing actions in real-time. Simplify your development process with standardized interactions and secure data handling.,외부 데이터와 도구를 애플리케이션과 원활하게 통합할 수 있습니다. 리소스에 동적으로 액세스하고 실시간으로 작업을 실행하여 워크플로를 개선합니다. 표준화된 상호 작용과 안전한 데이터 처리로 개발 프로세스를 간소화합니다.,https://smithery.ai/server/@Owengundam/testing,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Ratelworks,Enhance your applications with powerful data integration and manipulation capabilities. Access and manage real-world data seamlessly while leveraging advanced language model functionalities. Empower your workflows with standardized tools and resources for efficient development.,강력한 데이터 통합 및 조작 기능으로 애플리케이션을 강화하세요. 고급 언어 모델 기능을 활용하면서 실제 데이터에 원활하게 액세스하고 관리하세요. 효율적인 개발을 위한 표준화된 도구와 리소스로 워크플로를 강화하세요.,https://smithery.ai/server/@ratelworks/ratelworks,Local,,2
Tools and frameworks for building dynamic web applications and integrating real-time data,Convex,"Build and scale dynamic live-updating apps effortlessly. Leverage a reactive database and server functions written in TypeScript to manage data and business logic with strong consistency. Focus on your application without worrying about infrastructure, thanks to our cloud platform and self-hosting options.",동적 라이브 업데이트 앱을 손쉽게 빌드하고 확장하세요. TypeScript로 작성된 반응형 데이터베이스와 서버 기능을 활용하여 강력한 일관성으로 데이터와 비즈니스 로직을 관리하세요. 클라우드 플랫폼과 셀프 호스팅 옵션 덕분에 인프라에 대한 걱정 없이 애플리케이션에 집중하세요.,https://smithery.ai/server/@get-convex/convex-backend,Local,,3
