search_query,name,description,설명,url,type,usage_count,topic
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",虚拟币价格查询服务,查询最新的虚拟币价格和市场数据，帮助用户获取实时的加密货币信息。无缝集成到支持MCP的AI助手中，提供多种查询和分析功能。,"查询最新 虚拟币价格和市场数据，帮助用户获取实时的加密货币信息。 无缝集成到支持MCP 의 AI 助手中, 提供多种查询功能。",https://smithery.ai/server/@telegramtool/crypto_mcp,Remote,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Coinmarket Server,Access Coinmarket API endpoints for currency listings and token quotes.,화폐 상장 및 토큰 시세를 알아보려면 Coinmarket API 엔드포인트에 접속하세요.,https://smithery.ai/server/coinmarket-service,Remote,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",CCXT MCP Server,High-performance CCXT MCP server for cryptocurrency exchange integration.,암호화폐 거래소 통합을 위한 고성능 CCXT MCP 서버.,https://smithery.ai/server/@doggybee/mcp-server-ccxt,Remote,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Solana Trading Server,"Facilitate seamless Solana token trading with our server. Create wallets, check balances, and execute swaps effortlessly through a user-friendly interface. Enhance your trading experience with real-time transaction tracking and customizable slippage options.","당사 서버로 원활한 솔라나 토큰 거래를 용이하게 하세요. 사용자 친화적인 인터페이스를 통해 지갑을 만들고, 잔액을 확인하고, 스왑을 손쉽게 실행하세요. 실시간 거래 추적 및 사용자 정의 가능한 슬리피지 옵션으로 거래 경험을 향상하세요.",https://smithery.ai/server/@8bitsats/solanatradingserver,Remote,,3
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Pump.fun Data Fetch Tool,Fetch and integrate data seamlessly for your applications using the Model Context Protocol. Enhance your projects with real-time data access and manipulation capabilities. Simplify your data interactions and improve efficiency with this powerful tool.,Model Context Protocol을 사용하여 애플리케이션에 대한 데이터를 원활하게 가져오고 통합합니다. 실시간 데이터 액세스 및 조작 기능으로 프로젝트를 강화합니다. 이 강력한 도구로 데이터 상호 작용을 간소화하고 효율성을 개선합니다.,https://smithery.ai/server/@jun85664396/pump-fun-data-mcp,Remote,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Beyond MCP Server,Access social platform data and onchain data seamlessly. Integrate multiple social media platforms with ease and extend functionality as needed. Optimize your LLM interactions with well-formatted context and flexible transport options.,소셜 플랫폼 데이터와 온체인 데이터에 원활하게 액세스하세요. 여러 소셜 미디어 플랫폼을 쉽게 통합하고 필요에 따라 기능을 확장하세요. 잘 구성된 컨텍스트와 유연한 전송 옵션으로 LLM 상호 작용을 최적화하세요.,https://smithery.ai/server/@Beyond-Network-AI/beyond-mcp-server,Remote,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",CoinMarketCap MCP,"Access the complete CoinMarketCap API with 20+ basic endpoints and 50+ total, including cryptocurrency market data, exchange information, and other blockchain-related metrics.","20개 이상의 기본 엔드포인트와 암호화폐 시장 데이터, 거래소 정보, 기타 블록체인 관련 지표를 포함한 50개 이상의 전체 CoinMarketCap API에 액세스하세요.",https://smithery.ai/server/@shinzo-labs/coinmarketcap-mcp,Remote,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Penumbra Blockchain,Interact with the Penumbra blockchain for privacy-preserving features.,개인 정보 보호 기능을 위해 Penumbra 블록체인과 상호 작용하세요.,https://smithery.ai/server/@timeheater/penumbra-mcp,Remote,,3
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",DexPaprika,"Access decentralized exchange data effortlessly. Fetch and analyze DEX, token, and liquidity pool information without the need for API keys, empowering your AI assistants with real-time insights.","분산형 거래소 데이터에 손쉽게 액세스하세요. API 키 없이도 DEX, 토큰 및 유동성 풀 정보를 가져오고 분석하여 AI 어시스턴트에게 실시간 통찰력을 제공하세요.",https://smithery.ai/server/@coinpaprika/dexpaprika-mcp,Remote,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Pump.fun MCP Server,"Enable your AI assistants to interact with the Pump.fun platform on Solana. Create, buy, and sell tokens seamlessly while managing your Solana accounts securely. Leverage the power of AI to enhance your token transactions and account management.","AI 어시스턴트가 Solana에서 Pump.fun 플랫폼과 상호 작용할 수 있도록 하세요. Solana 계정을 안전하게 관리하면서 토큰을 원활하게 생성, 매수, 판매하세요. AI의 힘을 활용하여 토큰 거래와 계정 관리를 강화하세요.",https://smithery.ai/server/@noahgsolomon/pumpfun-mcp-server,Local,,3
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Tradovate Tools,"Manage your trading operations seamlessly. Access and analyze contracts, positions, and market data with ease, while executing trades directly through the Tradovate platform.","거래 운영을 원활하게 관리하세요. Tradovate 플랫폼을 통해 직접 거래를 실행하면서 계약, 포지션 및 시장 데이터에 쉽게 액세스하고 분석하세요.",https://smithery.ai/server/@alexanimal/tradovate-mcp-server,Remote,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,3
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Alpha Vantage MCP Server,"Access real-time financial market data effortlessly. Retrieve stock quotes, company information, and cryptocurrency exchange rates with a standardized interface. Enhance your applications with reliable financial insights using the Alpha Vantage API.","실시간 금융 시장 데이터에 손쉽게 액세스하세요. 표준화된 인터페이스로 주식 시세, 회사 정보, 암호화폐 환율을 검색하세요. Alpha Vantage API를 사용하여 신뢰할 수 있는 금융 통찰력으로 애플리케이션을 강화하세요.",https://smithery.ai/server/@QuantML-Github/alpha-vantage-mcp,Remote,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Q-Anon Posts/Drops Server,"Access and analyze a dataset of Q-Anon posts for research purposes. Search, filter, and gain insights into the Q-Anon drops using AI assistants like Claude. Utilize this tool to explore sociological aspects of the dataset safely and responsibly.","연구 목적으로 Q-Anon 게시물의 데이터세트에 액세스하여 분석합니다. Claude와 같은 AI 보조원을 사용하여 Q-Anon 드롭을 검색, 필터링하고 통찰력을 얻습니다. 이 도구를 사용하여 데이터세트의 사회학적 측면을 안전하고 책임감 있게 탐색합니다.",https://smithery.ai/server/@jkingsman/qanon-mcp-server,Remote,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Jupiter Swap API Server,"Enable Claude to interact with the Jupiter swap API on the Solana blockchain. Get quotes, build, and send swap transactions seamlessly. Enhance your trading experience with direct access to token swaps.","Claude가 Solana 블록체인에서 Jupiter 스왑 API와 상호 작용할 수 있도록 합니다. 견적을 받고, 스왑 거래를 원활하게 구축하고, 전송합니다. 토큰 스왑에 직접 액세스하여 거래 경험을 향상합니다.",https://smithery.ai/server/@dcSpark/mcp-server-jupiter,Remote,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Veri5ight,A Model Context Protocol (MCP) server that helps Claude chat with Ethereum nodes.,클로드가 이더리움 노드와 채팅하는 데 도움이 되는 MCP(모델 컨텍스트 프로토콜) 서버입니다.,https://smithery.ai/server/5ajaki-veri5ight,Remote,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",PancakeSwap PoolSpy,Track newly created liquidity pools on PancakeSwap in real-time. Fetch detailed metrics and customizable queries to enhance your DeFi analysis and trading strategies.,PancakeSwap에서 새로 생성된 유동성 풀을 실시간으로 추적하세요. 자세한 지표와 사용자 정의 가능한 쿼리를 가져와 DeFi 분석과 거래 전략을 강화하세요.,https://smithery.ai/server/@kukapay/pancakeswap-poolspy-mcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Crypto Price Query Server,"Fetch cryptocurrency prices, market trends, and detailed information effortlessly. Utilize various tools to access real-time data and K-line charts for informed trading decisions.","암호화폐 가격, 시장 동향 및 자세한 정보를 손쉽게 가져오세요. 다양한 도구를 활용하여 실시간 데이터와 K-line 차트에 액세스하여 정보에 입각한 거래 결정을 내리세요.",https://smithery.ai/server/@kiss-kedaya/crypto_mcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Hyperliquid MCP Server,"Retrieve real-time and historical trading data for various tokens on Hyperliquid. Access mid prices, candlestick data, and order book information seamlessly. Enhance your trading strategies with integrated data from the Hyperliquid SDK.","Hyperliquid에서 다양한 토큰에 대한 실시간 및 과거 거래 데이터를 검색합니다. 중간 가격, 캔들스틱 데이터 및 주문장 정보에 원활하게 액세스합니다. Hyperliquid SDK의 통합 데이터로 거래 전략을 강화합니다.",https://smithery.ai/server/@mektigboy/server-hyperliquid,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Crypto Market Maker Dashboard,"Monitor cryptocurrency markets in real-time with a comprehensive dashboard. Track prices, manage your portfolio, and visualize order books seamlessly across multiple exchanges. Enjoy a responsive design with theme switching for an optimal user experience.","포괄적인 대시보드로 암호화폐 시장을 실시간으로 모니터링하세요. 여러 거래소에서 가격을 추적하고, 포트폴리오를 관리하고, 주문장을 원활하게 시각화하세요. 최적의 사용자 경험을 위해 테마를 전환하는 반응형 디자인을 즐기세요.",https://smithery.ai/server/@decentralizeIt/market-maker,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Whale Tracker,Track and analyze large cryptocurrency transactions in real-time. Monitor whale activity directly within your LLM-powered workflows using the Whale Alert API. Get insights into recent transactions and detailed information effortlessly.,실시간으로 대규모 암호화폐 거래를 추적하고 분석합니다. Whale Alert API를 사용하여 LLM 기반 워크플로 내에서 직접 Whale 활동을 모니터링합니다. 최근 거래에 대한 통찰력과 자세한 정보를 손쉽게 얻습니다.,https://smithery.ai/server/@kukapay/whale-tracker-mcp,Local,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",DexScreener API Access,"Access real-time DEX pair data, token information, and market statistics across multiple blockchains. Leverage comprehensive error handling and type-safe interfaces to interact with the DexScreener API seamlessly. Ideal for developers looking to integrate on-chain crypto market data into their applications.","여러 블록체인에서 실시간 DEX 페어 데이터, 토큰 정보 및 시장 통계에 액세스합니다. 포괄적인 오류 처리 및 유형 안전 인터페이스를 활용하여 DexScreener API와 원활하게 상호 작용합니다. 온체인 암호화폐 시장 데이터를 애플리케이션에 통합하려는 개발자에게 이상적입니다.",https://smithery.ai/server/@openSVM/dexscreener-mcp-server,Local,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Cryptocurrency Market Data Server,"An MCP server that provides real-time and historical cryptocurrency market data through integration with major exchanges, powered by CCXT.",CCXT가 지원하는 주요 거래소와의 통합을 통해 실시간 및 과거 암호화폐 시장 데이터를 제공하는 MCP 서버입니다.,https://smithery.ai/server/mcp-server-ccxt,Local,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Crypto Whale Tracker,Monitor whale movements and wallet activities across multiple blockchain networks. Gain insights into real-time transactions and analytics to make informed decisions. Leverage a high-performance system designed for advanced blockchain tracking.,여러 블록체인 네트워크에서 고래의 움직임과 지갑 활동을 모니터링합니다. 실시간 거래와 분석에 대한 통찰력을 얻어 정보에 입각한 결정을 내립니다. 고급 블록체인 추적을 위해 설계된 고성능 시스템을 활용합니다.,https://smithery.ai/server/@jamsturg/sturgmcp,Local,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Cryptocurrency Data,"Access CoinMarketCap's cryptocurrency data including listings, quotes, and detailed coin information.","상장, 견적, 그리고 코인에 대한 자세한 정보를 포함한 CoinMarketCap의 암호화폐 데이터에 접근해보세요.",https://smithery.ai/server/coin-api-mcp,Local,,0
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Financial Datasets MCP Server,"Access stock market data seamlessly. Retrieve income statements, balance sheets, cash flow statements, stock prices, and market news directly through the MCP interface for enhanced financial insights.","주식 시장 데이터에 원활하게 액세스하세요. MCP 인터페이스를 통해 손익 계산서, 대차대조표, 현금 흐름 계산서, 주가 및 시장 뉴스를 직접 검색하여 향상된 재무 통찰력을 얻으세요.",https://smithery.ai/server/@financial-datasets/mcp-server,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Crypto Sentiment Analysis Server,"Leverage cryptocurrency sentiment analysis to enhance your AI agents. Access real-time insights on market mood, social media mentions, and trending discussions to make informed decisions. Stay ahead of the trends with comprehensive sentiment data for various cryptocurrencies.","암호화폐 감정 분석을 활용하여 AI 에이전트를 강화하세요. 시장 분위기, 소셜 미디어 언급, 트렌드 토론에 대한 실시간 통찰력을 활용하여 정보에 입각한 결정을 내리세요. 다양한 암호화폐에 대한 포괄적인 감정 데이터로 트렌드를 앞서가세요.",https://smithery.ai/server/@kukapay/crypto-sentiment-mcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Binance Market Data Server,"Stream real-time market data from Binance for both spot and futures markets. Subscribe to various data streams like trades, tickers, and candlestick data effortlessly. Enhance your trading applications with reliable and type-safe WebSocket support.","Binance에서 현물 및 선물 시장 모두에 대한 실시간 시장 데이터를 스트리밍합니다. 거래, 티커, 캔들스틱 데이터와 같은 다양한 데이터 스트림을 손쉽게 구독하세요. 안정적이고 유형이 안전한 WebSocket 지원으로 거래 애플리케이션을 강화하세요.",https://smithery.ai/server/@qeinfinity/binance-mcp-server,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Bitcoin Price MCP Server,"Fetch real-time Bitcoin price data and market information effortlessly. Stay updated with the latest Bitcoin prices, market cap, and 24-hour changes directly through Claude AI. Integrate seamlessly with your existing setup to enhance your cryptocurrency insights.","실시간 비트코인 가격 데이터와 시장 정보를 손쉽게 가져오세요. Claude AI를 통해 최신 비트코인 가격, 시가총액, 24시간 변동 사항을 직접 업데이트하세요. 기존 설정과 원활하게 통합하여 암호화폐 통찰력을 향상하세요.",https://smithery.ai/server/@riteshyaaa/MCP-BTC-Watch,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Cryptocurrency Price Service,Retrieve real-time cryptocurrency prices effortlessly. Integrate with CoinMarketCap to access up-to-date market data and enhance your applications with financial insights. Deploy easily using Docker or run locally with a simple command.,실시간 암호화폐 가격을 손쉽게 검색하세요. CoinMarketCap과 통합하여 최신 시장 데이터에 액세스하고 금융 통찰력으로 애플리케이션을 강화하세요. Docker를 사용하여 쉽게 배포하거나 간단한 명령으로 로컬에서 실행하세요.,https://smithery.ai/server/@stevearagonsite/PythonServerMcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Crypto Price & Market Analysis Server,Provide real-time cryptocurrency price data and market analysis through an easy-to-use interface. Analyze historical trends and get detailed insights into market dynamics. Leverage the CoinCap API for comprehensive cryptocurrency analysis. Uses new V3 API (You have to use an API key),사용하기 쉬운 인터페이스를 통해 실시간 암호화폐 가격 데이터와 시장 분석을 제공합니다. 과거 추세를 분석하고 시장 역학에 대한 자세한 통찰력을 얻으세요. 포괄적인 암호화폐 분석을 위해 CoinCap API를 활용하세요. 새로운 V3 API를 사용합니다(API 키를 사용해야 함),https://smithery.ai/server/@wazzan/mcp-coincap-jj,Remote,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Bybit MCP Server,"Access real-time cryptocurrency data and trading tools from Bybit's exchange. Interact with the API securely using a read-only key to fetch market prices, order book data, and more. Enhance your trading strategies with instant insights and automated responses.","Bybit 거래소에서 실시간 암호화폐 데이터와 거래 도구에 액세스하세요. 읽기 전용 키를 사용하여 API와 안전하게 상호 작용하여 시장 가격, 주문장 데이터 등을 가져오세요. 즉각적인 통찰력과 자동화된 응답으로 거래 전략을 강화하세요.",https://smithery.ai/server/@sammcj/bybit-mcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,3
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Solana Trading Server,"Launch and manage Solana tokens effortlessly with AI-driven features. Generate innovative token concepts, create stunning artwork, and deploy unique identifiers seamlessly. Experience real-time feedback and multiple testing options for both development and production environments.","AI 기반 기능으로 Solana 토큰을 손쉽게 출시하고 관리하세요. 혁신적인 토큰 컨셉을 생성하고, 멋진 아트워크를 만들고, 고유한 식별자를 원활하게 배포하세요. 개발 및 프로덕션 환경 모두에서 실시간 피드백과 다양한 테스트 옵션을 경험하세요.",https://smithery.ai/server/@8bitsats/solana_tracker_mcp_server,Local,,3
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",CoinGecko API Server,Access real-time cryptocurrency market data effortlessly. Integrate with AI systems to enhance financial applications and provide up-to-date insights. Simplify your development process with a robust API that handles complexities like rate limits and error management.,실시간 암호화폐 시장 데이터에 손쉽게 액세스하세요. AI 시스템과 통합하여 금융 애플리케이션을 개선하고 최신 통찰력을 제공하세요. 속도 제한 및 오류 관리와 같은 복잡성을 처리하는 강력한 API로 개발 프로세스를 간소화하세요.,https://smithery.ai/server/@BlindVibeDev/CoinGeckoMCP,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",OpenLedger MCP Server,"Integrate financial data seamlessly into your AI applications. This server enables structured interactions with the OpenLedger API, allowing AI agents to manage and analyze financial transactions effectively. Enhance your AI's capabilities with real-time access to comprehensive financial information.",재무 데이터를 AI 애플리케이션에 원활하게 통합합니다. 이 서버는 OpenLedger API와의 구조화된 상호 작용을 가능하게 하여 AI 에이전트가 재무 거래를 효과적으로 관리하고 분석할 수 있도록 합니다. 포괄적인 재무 정보에 대한 실시간 액세스를 통해 AI의 역량을 강화합니다.,https://smithery.ai/server/@openledger/Open-Ledger-MCP-Server,Local,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Etherscan Tools,"Access Ethereum blockchain data effortlessly. Check balances, view transaction histories, and track token transfers with ease. Enhance your interactions with Ethereum using our comprehensive tools.","이더리움 블록체인 데이터에 손쉽게 액세스하세요. 잔액을 확인하고, 거래 내역을 보고, 토큰 이체를 쉽게 추적하세요. 포괄적인 도구를 사용하여 이더리움과의 상호 작용을 강화하세요.",https://smithery.ai/server/@5ajaki/mcp-etherscan-server,Local,,1
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",AlphaVantage MCP Server,"Integrate real-time and historical financial market data into your applications effortlessly. Access stock, forex, and cryptocurrency data along with technical and fundamental indicators through a standardized MCP service. Simplify your financial data integration with this powerful server.","실시간 및 과거 금융 시장 데이터를 손쉽게 애플리케이션에 통합하세요. 표준화된 MCP 서비스를 통해 주식, 외환 및 암호화폐 데이터와 기술 및 기본 지표에 액세스하세요. 이 강력한 서버로 금융 데이터 통합을 간소화하세요.",https://smithery.ai/server/@lifejwang11/alphavantage-mcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",CoinGecko Server,"Access cryptocurrency data including prices, market cap, and historical data from the CoinGecko API.","CoinGecko API를 통해 가격, 시가총액, 과거 데이터 등의 암호화폐 데이터에 접근하세요.",https://smithery.ai/server/@crazyrabbitLTC/coingecko,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",CoinMarketCap MCP Server,"Access real-time cryptocurrency data effortlessly. Retrieve market listings, quotes, and detailed information about cryptocurrencies and exchanges with ease. Enhance your Claude AI experience with up-to-date market metrics and insights.","실시간 암호화폐 데이터에 손쉽게 접근하세요. 암호화폐와 거래소에 대한 시장 목록, 견적 및 자세한 정보를 쉽게 검색하세요. 최신 시장 지표와 통찰력으로 Claude AI 경험을 향상하세요.",https://smithery.ai/server/@szcharlesji/crypto-mcp,Local,,2
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",CCXT MCP Server,"Interact with cryptocurrency exchange APIs seamlessly. Leverage AI models to execute trades, retrieve market data, and analyze trading performance effortlessly.","암호화폐 거래소 API와 원활하게 상호 작용합니다. AI 모델을 활용하여 거래를 실행하고, 시장 데이터를 검색하고, 거래 성과를 손쉽게 분석합니다.",https://smithery.ai/server/@lazy-dinosaur/ccxt-mcp,Local,,2
