search_query,name,description,설명,url,type,usage_count,topic
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenAI Agents MCP Server,🚀 Supercharge Claude with OpenAI Agents: Instantly extend your AI assistant with OpenAI Agents. This MCP server seamlessly connects Claude to powerful Agent Tools capabilities: Web search • File analysis • Computer control • Intelligent orchestration...,🚀 OpenAI Agents로 클로드를 강화하세요: OpenAI Agents로 AI 어시스턴트를 즉시 확장하세요. 이 MCP 서버는 클로드를 강력한 Agent Tools 기능에 원활하게 연결합니다. 웹 검색 • 파일 분석 • 컴퓨터 제어 • 지능형 오케스트레이션...,https://smithery.ai/server/@lroolle/openai-agents-mcp-server,Remote,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AST Model Context Protocol Server,"Integrate your applications with advanced language models to access real-time data and perform actions seamlessly. Enhance your workflows by leveraging tools and resources dynamically, ensuring a more interactive and efficient experience. Empower your agents with the ability to manipulate and reference real-world data effortlessly.","고급 언어 모델과 애플리케이션을 통합하여 실시간 데이터에 액세스하고 원활하게 작업을 수행합니다. 도구와 리소스를 동적으로 활용하여 워크플로를 개선하고, 더욱 상호 작용적이고 효율적인 경험을 보장합니다. 에이전트에게 실제 데이터를 손쉽게 조작하고 참조할 수 있는 기능을 제공합니다.",https://smithery.ai/server/@asleep-ai/ast-mcp,Remote,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Zig Server,"Enhance AI capabilities with Zig language tooling, code analysis, and documentation.","Zig 언어 툴, 코드 분석 및 문서화를 통해 AI 역량을 강화하세요.",https://smithery.ai/server/zig-mcp-server,Remote,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Reference Servers,"Showcase the versatility of Large Language Models by providing secure, controlled access to various tools and data sources. Leverage a collection of reference implementations to enhance your applications with powerful integrations. Start building your own MCP servers with ease using our comprehensive resources and community support.",다양한 도구와 데이터 소스에 대한 안전하고 통제된 액세스를 제공하여 대규모 언어 모델의 다양성을 보여주세요. 참조 구현 컬렉션을 활용하여 강력한 통합으로 애플리케이션을 강화하세요. 포괄적인 리소스와 커뮤니티 지원을 사용하여 손쉽게 자체 MCP 서버를 구축하세요.,https://smithery.ai/server/@leogodlike/reference-servers,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenAI Agent Library,Enhance your applications with powerful language model capabilities. Integrate seamlessly with external data and tools to create intelligent agents that can perform complex tasks. Empower your projects with dynamic interactions and real-world data manipulation.,강력한 언어 모델 기능으로 애플리케이션을 강화하세요. 외부 데이터 및 도구와 원활하게 통합하여 복잡한 작업을 수행할 수 있는 지능형 에이전트를 만드세요. 동적 상호 작용과 실제 데이터 조작으로 프로젝트를 강화하세요.,https://smithery.ai/server/@Yaxin9Luo/openai_agent_library_mcp,Remote,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Beyond MCP Server,Access social platform data and onchain data seamlessly. Integrate multiple social media platforms with ease and extend functionality as needed. Optimize your LLM interactions with well-formatted context and flexible transport options.,소셜 플랫폼 데이터와 온체인 데이터에 원활하게 액세스하세요. 여러 소셜 미디어 플랫폼을 쉽게 통합하고 필요에 따라 기능을 확장하세요. 잘 구성된 컨텍스트와 유연한 전송 옵션으로 LLM 상호 작용을 최적화하세요.,https://smithery.ai/server/@Beyond-Network-AI/beyond-mcp-server,Remote,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Prem AI MCP Server,Integrate seamlessly with Prem AI's powerful features for chat completions and document management. Enhance your AI assistants with Retrieval-Augmented Generation capabilities and real-time streaming responses. Upload and manage documents effortlessly to enrich your interactions.,Prem AI의 강력한 채팅 완료 및 문서 관리 기능과 완벽하게 통합하세요. 검색 증강 생성 기능과 실시간 스트리밍 응답으로 AI 어시스턴트를 강화하세요. 문서를 손쉽게 업로드하고 관리하여 상호 작용을 풍부하게 하세요.,https://smithery.ai/server/@ucalyptus/prem-mcp-server,Remote,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,My First MCP,Create and manage your own Model Context Protocol server effortlessly. Integrate various tools and resources to enhance your applications with real-world data and actions. Streamline your development process with built-in support for TypeScript and modern JavaScript tooling.,손쉽게 자체 Model Context Protocol 서버를 만들고 관리하세요. 다양한 도구와 리소스를 통합하여 실제 데이터와 작업으로 애플리케이션을 강화하세요. TypeScript와 최신 JavaScript 툴링에 대한 기본 제공 지원으로 개발 프로세스를 간소화하세요.,https://smithery.ai/server/@JHSeo-git/my-first-mcp,Remote,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Google Maps API Server,"Leverage the power of Google Maps to enhance your applications with location services, directions, and place details. Integrate seamlessly with your LLMs to provide real-time geographic data and insights. Start building location-aware applications effortlessly with this MCP server.","Google Maps의 힘을 활용하여 위치 서비스, 길찾기 및 장소 세부 정보로 애플리케이션을 강화하세요. LLM과 원활하게 통합하여 실시간 지리적 데이터와 통찰력을 제공하세요. 이 MCP 서버로 손쉽게 위치 인식 애플리케이션을 구축하세요.",https://smithery.ai/server/@lowkeyrd/google-map-mcp-server,Remote,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Study,"Explore and integrate various functionalities of the Model Context Protocol. Enhance your applications by leveraging tools, resources, and prompts seamlessly. Experience a structured approach to connecting language models with real-world data and actions.","모델 컨텍스트 프로토콜의 다양한 기능을 탐색하고 통합합니다. 도구, 리소스 및 프롬프트를 원활하게 활용하여 애플리케이션을 강화합니다. 언어 모델을 실제 데이터 및 작업과 연결하는 구조화된 접근 방식을 경험합니다.",https://smithery.ai/server/@jpedrosouza/mcp-study,Remote,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,APISIX Model Context Protocol Server,Enable natural language-based interaction for managing resources in APISIX through AI clients. Streamline your API management tasks by leveraging the power of large language models to interact with your APISIX setup effortlessly.,AI 클라이언트를 통해 APISIX에서 리소스를 관리하기 위한 자연어 기반 상호 작용을 활성화합니다. 대규모 언어 모델의 힘을 활용하여 APISIX 설정과 손쉽게 상호 작용하여 API 관리 작업을 간소화합니다.,https://smithery.ai/server/@api7/apisix-mcp,Remote,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Veri5ight,A Model Context Protocol (MCP) server that helps Claude chat with Ethereum nodes.,클로드가 이더리움 노드와 채팅하는 데 도움이 되는 MCP(모델 컨텍스트 프로토콜) 서버입니다.,https://smithery.ai/server/5ajaki-veri5ight,Remote,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Remote MacOs Use,"Enable AI to fully control remote macOS systems effortlessly. Experience a native macOS environment without additional software installations, allowing your AI to operate seamlessly. Enjoy universal compatibility and minimal setup for instant productivity.",AI가 원격 macOS 시스템을 손쉽게 완벽하게 제어할 수 있도록 합니다. 추가 소프트웨어 설치 없이 네이티브 macOS 환경을 경험하여 AI가 원활하게 작동할 수 있습니다. 범용 호환성과 최소한의 설정으로 즉각적인 생산성을 누리세요.,https://smithery.ai/server/@baryhuang/mcp-remote-macos-use,Remote,,2
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenVision,"Analyze images effortlessly with advanced AI models. Leverage powerful vision capabilities to extract insights and details from your images, enhancing your AI assistant's functionality. Simplify image analysis tasks with a user-friendly interface and customizable queries.",고급 AI 모델로 이미지를 손쉽게 분석하세요. 강력한 비전 기능을 활용하여 이미지에서 통찰력과 세부 정보를 추출하여 AI 어시스턴트의 기능을 강화하세요. 사용자 친화적인 인터페이스와 사용자 정의 가능한 쿼리로 이미지 분석 작업을 간소화하세요.,https://smithery.ai/server/@Nazruden/mcp-openvision,Remote,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Azure AI Agent Service,"Connect your existing Azure AI Agents seamlessly and leverage their capabilities within any MCP client. Enhance your workflows with secure, isolated conversation histories and direct agent interactions. Experience the power of Azure AI Foundry's models and tools at your fingertips.",기존 Azure AI 에이전트를 원활하게 연결하고 모든 MCP 클라이언트 내에서 해당 기능을 활용하세요. 안전하고 격리된 대화 내역과 직접 에이전트 상호 작용으로 워크플로를 강화하세요. Azure AI Foundry의 모델과 도구의 힘을 손끝에서 경험하세요.,https://smithery.ai/server/@azure-ai-foundry/mcp-foundry,Remote,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Claude Server,Manage project-specific contexts and maintain conversation continuity seamlessly. Organize your context with hierarchical structures and quick retrieval for efficient workflows. Enhance your interactions with rich metadata and flexible tagging systems.,프로젝트별 컨텍스트를 관리하고 대화의 연속성을 원활하게 유지합니다. 효율적인 워크플로를 위해 계층적 구조와 빠른 검색으로 컨텍스트를 구성합니다. 풍부한 메타데이터와 유연한 태그 시스템으로 상호 작용을 강화합니다.,https://smithery.ai/server/@davidteren/claude-server,Remote,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Pica MCP Server,Connect your AI applications to external tools and data sources seamlessly. Enhance your AI's capabilities by integrating with local services and APIs while maintaining user control. Experience a streamlined setup with Docker or manual installation options.,AI 애플리케이션을 외부 도구 및 데이터 소스에 원활하게 연결합니다. 사용자 제어를 유지하면서 로컬 서비스 및 API와 통합하여 AI의 기능을 향상합니다. Docker 또는 수동 설치 옵션으로 간소화된 설정을 경험하세요.,https://smithery.ai/server/@picahq/pica,Remote,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,2
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MySQL Server,A Model Context Protocol server for MySQL database operations.,MySQL 데이터베이스 작업을 위한 모델 컨텍스트 프로토콜 서버입니다.,https://smithery.ai/server/@f4ww4z/mcp-mysql-server,Local,4.26k,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Knowledge Graph Memory Server,Enable persistent memory using a local knowledge graph.,로컬 지식 그래프를 사용하여 지속적인 메모리를 활성화합니다.,https://smithery.ai/server/@smithery-ai/memory,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity Server,"Integrate AI-powered research capabilities seamlessly. Perform web searches, retrieve documentation, and analyze code with ease.","AI 기반 연구 기능을 원활하게 통합합니다. 웹 검색을 수행하고, 문서를 검색하고, 코드를 쉽게 분석합니다.",https://smithery.ai/server/@wysh3/perplexity-mcp-server,Remote,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Stability AI,"Image generation, editing, and upscaling using Stability AI's API.","Stability AI의 API를 사용하여 이미지 생성, 편집 및 업스케일링.",https://smithery.ai/server/mcp-server-stability-ai,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,LLM Context,"A tool that helps inject relevant content from projects into LLM chat interfaces, leveraging `.gitignore` patterns for file selection.",`.gitignore` 패턴을 사용하여 파일을 선택하여 프로젝트의 관련 콘텐츠를 LLM 채팅 인터페이스에 삽입하는 데 도움이 되는 도구입니다.,https://smithery.ai/server/llm-context,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Humanize Server,Refine AI-generated content to sound more natural and human-like with advanced AI detection and text enhancement capabilities.,고급 AI 감지 및 텍스트 향상 기능을 통해 AI가 생성한 콘텐츠를 보다 자연스럽고 인간적인 사운드로 개선합니다.,https://smithery.ai/server/ai-humanizer-mcp-server,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Make MCP Server,Transform your Make scenarios into callable tools for AI assistants. Leverage your existing automation workflows while enabling AI systems to trigger and interact with them seamlessly.,Make 시나리오를 AI 어시스턴트를 위한 호출 가능한 도구로 변환합니다. 기존 자동화 워크플로를 활용하면서 AI 시스템이 이를 트리거하고 원활하게 상호 작용할 수 있도록 합니다.,https://smithery.ai/server/@integromat/make-mcp-server,Remote,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Servers,"Integrate your AI agents with a variety of tools and data sources seamlessly. Leverage the power of the Model Context Protocol to enhance your applications with secure, controlled access to external resources. Start building your own MCP servers or utilize existing ones to expand your AI capabilities.",다양한 도구 및 데이터 소스와 AI 에이전트를 원활하게 통합하세요. Model Context Protocol의 힘을 활용하여 외부 리소스에 대한 안전하고 제어된 액세스로 애플리케이션을 강화하세요. 자체 MCP 서버를 구축하거나 기존 서버를 활용하여 AI 기능을 확장하세요.,https://smithery.ai/server/@sries74/mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized approach.","애플리케이션을 실제 데이터 및 도구와 원활하게 통합하세요. 언어 모델의 힘을 활용하여 워크플로를 개선하면서 파일, 데이터베이스 및 API에 액세스하세요. 표준화된 접근 방식으로 복잡한 상호 작용을 간소화하고 작업을 자동화하세요.",https://smithery.ai/server/@Daydreamer20/mcp,Local,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Model Context Protocol Server,Integrate LLMs with external data and tools seamlessly. Enhance your applications with dynamic context and capabilities.,LLM을 외부 데이터 및 도구와 원활하게 통합합니다. 동적 컨텍스트와 기능으로 애플리케이션을 강화합니다.,https://smithery.ai/server/@Fropppy/ai-mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized approach.","애플리케이션을 실제 데이터 및 도구와 원활하게 통합하세요. 언어 모델의 힘을 활용하여 워크플로를 개선하면서 파일, 데이터베이스 및 API에 액세스하세요. 표준화된 접근 방식으로 복잡한 상호 작용을 간소화하고 작업을 자동화하세요.",https://smithery.ai/server/@msl2246/mcp,Local,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized approach.","애플리케이션을 실제 데이터 및 도구와 원활하게 통합하세요. 언어 모델의 힘을 활용하여 워크플로를 개선하면서 파일, 데이터베이스 및 API에 액세스하세요. 표준화된 접근 방식으로 복잡한 상호 작용을 간소화하고 작업을 자동화하세요.",https://smithery.ai/server/@Swan-and-Co-Innovations/mcp,Local,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized approach.","애플리케이션을 실제 데이터 및 도구와 원활하게 통합하세요. 언어 모델의 힘을 활용하여 워크플로를 개선하면서 파일, 데이터베이스 및 API에 액세스하세요. 표준화된 접근 방식으로 복잡한 상호 작용을 간소화하고 작업을 자동화하세요.",https://smithery.ai/server/@WoxxyG/mcp,Local,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Context Resource Server,Integrate AI models with external data and tools seamlessly.,AI 모델을 외부 데이터와 도구와 원활하게 통합합니다.,https://smithery.ai/server/@joseques/ai_crs,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Dynamic Context Integration Server,"Enhance your applications by seamlessly integrating real-world data and tools. Access files, databases, and APIs dynamically to enrich your LLM interactions. Empower your agents with the ability to perform actions and retrieve information in real-time.","실제 데이터와 도구를 원활하게 통합하여 애플리케이션을 강화하세요. 파일, 데이터베이스 및 API에 동적으로 액세스하여 LLM 상호 작용을 풍부하게 하세요. 에이전트에게 실시간으로 작업을 수행하고 정보를 검색할 수 있는 기능을 제공하세요.",https://smithery.ai/server/@dkdl9886/dkdl9886,Local,,3
