search_query,name,description,설명,url,type,usage_count,topic
web search,Kagi Search,"Access Kagi's powerful search engine functionality. Enables web searches with high-quality, ad-free results from Kagi's search API.",Kagi의 강력한 검색 엔진 기능에 액세스하세요. Kagi의 검색 API에서 고품질의 광고 없는 결과로 웹 검색을 가능하게 합니다.,https://smithery.ai/server/kagi-server,Remote,,1
web search,JigsawStack AI Web Search,Effortlessly search the Web and get access to high-quality results powered with AI. Learn more about this API here: https://jigsawstack.com/docs/api-reference/web/ai-search Get your jigsawstack API key here: https://jigsawstack.com/dashboard/,웹을 손쉽게 검색하고 AI로 구동되는 고품질 결과에 액세스하세요. 이 API에 대한 자세한 내용은 여기에서 확인하세요: https://jigsawstack.com/docs/api-reference/web/ai-search 여기에서 jigsawstack API 키를 받으세요: https://jigsawstack.com/dashboard/,https://smithery.ai/server/@JigsawStack/ai-web-search,Remote,,1
web search,RAG Web Browser Server,"This server allows AI models to perform web searches and scrape content, returning it in Markdown format via the RAG Web Browser Actor.",이 서버를 사용하면 AI 모델이 웹 검색을 수행하고 콘텐츠를 스크래핑하여 RAG 웹 브라우저 액터를 통해 마크다운 형식으로 반환할 수 있습니다.,https://smithery.ai/server/mcp-server-rag-web-browser,Remote,,1
web search,Kagi,Access Kagi Search API for retrieving information from the web.,웹에서 정보를 검색하기 위해 Kagi Search API에 접속합니다.,https://smithery.ai/server/kagimcp,Remote,,2
web search,WebSearch,"Enable your AI assistants to perform real-time web searches and retrieve the latest information on any topic. Integrate seamlessly with the WebSearch Crawler API for efficient and accurate search results. Enhance your applications with up-to-date knowledge and insights from the web. This is self-hosted service, free
 You will need to selfhost web api on local or vps. follow [guide here](https://github.com/mnhlt/WebSearch-MCP/blob/main/README.md)",AI 어시스턴트가 실시간 웹 검색을 수행하고 모든 주제에 대한 최신 정보를 검색할 수 있도록 하세요. 효율적이고 정확한 검색 결과를 위해 WebSearch Crawler API와 완벽하게 통합하세요. 최신 지식과 웹의 통찰력으로 애플리케이션을 강화하세요. 이것은 자체 호스팅 서비스이며 무료입니다. 로컬 또는 VPS에서 웹 API를 자체 호스팅해야 합니다. [여기](https://github.com/mnhlt/WebSearch-MCP/blob/main/README.md)에서 가이드를 따르세요.,https://smithery.ai/server/@mnhlt/WebSearch-MCP,Local,,2
web search,Linkup Search,Provides web search capability using the LinkupClient to fetch real-time information.,LinkupClient를 사용하여 실시간 정보를 가져오는 웹 검색 기능을 제공합니다.,https://smithery.ai/server/mcp-search-linkup,Remote,,1
web search,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,0
web search,Fetch Browser,Fetch web content and perform Google searches seamlessly.,웹 콘텐츠를 가져오고 Google 검색을 원활하게 수행합니다.,https://smithery.ai/server/@TheSethRose/fetch-browser,Remote,,3
web search,ScrapeGraph MCP Server,"ScrapeGraphAI is a LLM-powered scraping API for structured data extraction from any website. SmartScraper allows you to extract structured data from a specific webpage, SearchScraper finds the information you're looking for on the web and returns a structured response, and Markdownify converts webpages into markdown. 
 

 Web search integration and content filtering
 

  - API KEY --> dashboard.scrapegraphai.com","ScrapeGraphAI는 모든 웹사이트에서 구조화된 데이터를 추출하기 위한 LLM 기반 스크래핑 API입니다. SmartScraper를 사용하면 특정 웹페이지에서 구조화된 데이터를 추출할 수 있고, SearchScraper는 웹에서 찾고 있는 정보를 찾아 구조화된 응답을 반환하며, Markdownify는 웹페이지를 마크다운으로 변환합니다. 

웹 검색 통합 및 콘텐츠 필터링

- API 키 --> dashboard.scrapegraphai.com",https://smithery.ai/server/@ScrapeGraphAI/scrapegraph-mcp,Remote,,1
web search,Prospect Research Server,"Provide tools and prompts to assist with prospect research tasks. Leverage built-in capabilities to calculate metrics, fetch information, and review code efficiently. Enhance your research workflow with a simple and effective MCP server implementation.","잠재 고객 조사 작업을 지원하는 도구와 프롬프트를 제공합니다. 내장된 기능을 활용하여 지표를 계산하고, 정보를 가져오고, 코드를 효율적으로 검토합니다. 간단하고 효과적인 MCP 서버 구현으로 조사 워크플로를 강화합니다.",https://smithery.ai/server/@jzhang17/prospect-research-mcp,Remote,,2
web search,Perplexity MCP Zerver,"Leverage AI-powered research capabilities seamlessly without the need for an API key. Perform web searches, retrieve documentation, and analyze code with a modular tool architecture. Enhance your research workflow with integrated chat and API discovery features.","API 키 없이도 AI 기반 연구 기능을 원활하게 활용하세요. 모듈형 도구 아키텍처로 웹 검색을 수행하고, 문서를 검색하고, 코드를 분석하세요. 통합 채팅 및 API 검색 기능으로 연구 워크플로를 강화하세요.",https://smithery.ai/server/@wysh3/perplexity-mcp-zerver,Remote,,4
web search,Exa MCP Server,"Enable AI assistants to perform web searches using Exa's powerful search API. Get real-time web information in a safe and controlled way, while caching recent searches for future reference. Simplify your search experience with customizable parameters and automatic live crawling.","Exa의 강력한 검색 API를 사용하여 AI 어시스턴트가 웹 검색을 수행하도록 합니다. 안전하고 제어된 방식으로 실시간 웹 정보를 얻고, 향후 참조를 위해 최근 검색을 캐싱합니다. 사용자 정의 가능한 매개변수와 자동 라이브 크롤링으로 검색 환경을 간소화합니다.",https://smithery.ai/server/@geezerrrr/exa-mcp-server,Remote,,1
web search,barnsworthburning,"Use this MCP server to search barnsworthburning.net, a digital commonplace book built and curated by Nick Trombley. The site contains a wealth of bookmarks and short snippets on a broad range of topics: design, software, art, architecture, craft, writing, literature, and many more.","이 MCP 서버를 사용하여 Nick Trombley가 구축하고 큐레이팅한 디지털 공통 도서인 barnsworthburning.net을 검색하세요. 이 사이트에는 디자인, 소프트웨어, 예술, 건축, 공예, 글쓰기, 문학 등 다양한 주제에 대한 풍부한 북마크와 짧은 스니펫이 들어 있습니다.",https://smithery.ai/server/@Aias/barnsworthburning-mcp,Remote,,2
web search,Serper Search and Scrape,Habilite recursos poderosos de pesquisa na web e extração de conteúdo. Realize pesquisas ricas na web e raspe o conteúdo da página da web perfeitamente com a integração da API Serper.,웹과 추가 콘테우도에 대한 반복적인 작업을 수행합니다. API 서버 통합으로 웹 성능을 향상하고 웹 페이지에 대한 공격을 차단하는 방법을 알아보세요.,https://smithery.ai/server/@diegofornalha/mcp-server-serper,Remote,,1
web search,OpenAI Agents MCP Server,🚀 Supercharge Claude with OpenAI Agents: Instantly extend your AI assistant with OpenAI Agents. This MCP server seamlessly connects Claude to powerful Agent Tools capabilities: Web search • File analysis • Computer control • Intelligent orchestration...,🚀 OpenAI Agents로 클로드를 강화하세요: OpenAI Agents로 AI 어시스턴트를 즉시 확장하세요. 이 MCP 서버는 클로드를 강력한 Agent Tools 기능에 원활하게 연결합니다. 웹 검색 • 파일 분석 • 컴퓨터 제어 • 지능형 오케스트레이션...,https://smithery.ai/server/@lroolle/openai-agents-mcp-server,Remote,,3
web search,Exa MCP Server,"Enable AI assistants to perform web searches using Exa's powerful search API. Get real-time web information in a safe and controlled way, while caching recent searches for future reference. Enhance your AI's capabilities with structured search results and customizable parameters.",Exa의 강력한 검색 API를 사용하여 AI 어시스턴트가 웹 검색을 수행하도록 합니다. 안전하고 제어된 방식으로 실시간 웹 정보를 얻는 동시에 향후 참조를 위해 최근 검색을 캐싱합니다. 구조화된 검색 결과와 사용자 정의 가능한 매개변수로 AI의 기능을 향상합니다.,https://smithery.ai/server/@lixiaotiancai/exa-mcp-server,Remote,,1
web search,OneSearch,"Enable seamless web search, scraping, and content extraction from various sources. Leverage multiple search engines and scrapers to enhance your data retrieval capabilities. Integrate effortlessly with self-hosted solutions for customized search experiences.","다양한 소스에서 원활한 웹 검색, 스크래핑 및 콘텐츠 추출을 활성화합니다. 여러 검색 엔진과 스크래퍼를 활용하여 데이터 검색 기능을 강화합니다. 사용자 지정 검색 경험을 위해 셀프 호스팅 솔루션과 손쉽게 통합합니다.",https://smithery.ai/server/@yokingma/one-search,Remote,,1
web search,MCP Server for Continue,"Expose customizable prompt templates, resources, and tools to enhance your development workflow. Utilize a conversational LLM to refine ideas, generate tests, and create detailed project blueprints. Streamline your coding process with integrated web search and documentation resources.","사용자 정의 가능한 프롬프트 템플릿, 리소스 및 도구를 노출하여 개발 워크플로를 강화합니다. 대화형 LLM을 활용하여 아이디어를 다듬고, 테스트를 생성하고, 자세한 프로젝트 청사진을 만듭니다. 통합된 웹 검색 및 문서 리소스를 사용하여 코딩 프로세스를 간소화합니다.",https://smithery.ai/server/@alexsmirnov/mcp-server-continue,Remote,,3
web search,Olostep MCP Server,"Enable your AI assistants to scrape web content and extract valuable information effortlessly. Utilize powerful tools to retrieve webpage content, map websites, and access structured Google search results. Enhance your AI's capabilities with seamless web interaction.","AI 어시스턴트가 웹 콘텐츠를 스크래핑하고 귀중한 정보를 손쉽게 추출할 수 있도록 하세요. 강력한 도구를 활용하여 웹페이지 콘텐츠를 검색하고, 웹사이트를 매핑하고, 구조화된 Google 검색 결과에 액세스하세요. 원활한 웹 상호 작용으로 AI의 역량을 강화하세요.",https://smithery.ai/server/@olostep/olostep-mcp-server,Remote,,3
web search,Cloudflare Browser Rendering,"Fetch and process web content seamlessly for your LLMs. Enhance your applications with structured content extraction, documentation search, and content summarization capabilities. Capture screenshots of web pages to enrich your context and insights.","LLM을 위해 웹 콘텐츠를 원활하게 가져오고 처리합니다. 구조화된 콘텐츠 추출, 문서 검색 및 콘텐츠 요약 기능으로 애플리케이션을 강화합니다. 컨텍스트와 통찰력을 풍부하게 하기 위해 웹 페이지의 스크린샷을 캡처합니다.",https://smithery.ai/server/@amotivv/cloudflare-browser-rendering-mcp,Remote,,3
web search,pure.md MCP server,"Access web content in markdown format reliably and efficiently. Unblock web pages and search the web seamlessly, enhancing your agents' capabilities. Integrate with your scripts and applications to leverage markdown delivery like a CDN.",마크다운 형식의 웹 콘텐츠에 안정적이고 효율적으로 액세스하세요. 웹 페이지 차단을 해제하고 웹을 원활하게 검색하여 에이전트의 역량을 강화하세요. 스크립트 및 애플리케이션과 통합하여 CDN처럼 마크다운 전송을 활용하세요.,https://smithery.ai/server/@puremd/puremd-mcp,Remote,,3
web search,Dappier MCP Server,"Connect your AI to real-time, rights-cleared data from trusted sources. Access specialized models for web search, news, sports, and financial data to enhance your AI's expertise. Leverage AI-powered recommendations for personalized content discovery across various domains.","신뢰할 수 있는 출처의 실시간 권리 처리된 데이터에 AI를 연결합니다. 웹 검색, 뉴스, 스포츠 및 재무 데이터에 대한 전문 모델에 액세스하여 AI의 전문성을 향상합니다. 다양한 도메인에서 개인화된 콘텐츠 검색을 위한 AI 기반 권장 사항을 활용합니다.",https://smithery.ai/server/@DappierAI/dappier-mcp,Local,,2
web search,OneSearch,"Enable seamless web search, scraping, and content extraction from various websites. Leverage multiple search engines and scrapers to enhance your data retrieval capabilities. Integrate effortlessly with self-hosted solutions for customized search experiences.","다양한 웹사이트에서 원활한 웹 검색, 스크래핑 및 콘텐츠 추출을 활성화합니다. 여러 검색 엔진과 스크래퍼를 활용하여 데이터 검색 기능을 강화합니다. 사용자 지정 검색 경험을 위해 셀프 호스팅 솔루션과 손쉽게 통합합니다.",https://smithery.ai/server/@yokingma/one-search-mcp,Local,,1
web search,DuckDuckGo Search,Enables web search using DuckDuckGo.,DuckDuckGo를 사용하여 웹 검색을 활성화합니다.,https://smithery.ai/server/duck-duck-mcp,Local,,1
web search,Web Search,"Enable seamless web searching using Google search results without the need for API keys. Retrieve structured results including titles, URLs, and descriptions to enhance your applications. Perfect for integrating web search capabilities into your projects effortlessly.","API 키 없이도 Google 검색 결과를 사용하여 원활한 웹 검색을 활성화하세요. 제목, URL, 설명을 포함한 구조화된 결과를 검색하여 애플리케이션을 강화하세요. 프로젝트에 웹 검색 기능을 손쉽게 통합하는 데 적합합니다.",https://smithery.ai/server/@williamvd4/web-search,Local,,1
web search,Web Research,"Augments your LLM so it can perform research better. Provides Google search integration, webpage content extraction, research session tracking and more.","LLM을 증강하여 연구를 더 잘 수행할 수 있습니다. Google 검색 통합, 웹페이지 콘텐츠 추출, 연구 세션 추적 등을 제공합니다.",https://smithery.ai/server/@mzxrai/mcp-webresearch,Local,,1
web search,Tavily Web Search,Leverage the Tavily API to perform web searches directly from your applications. Enhance your projects with real-time search capabilities and access a wealth of information effortlessly. Start searching the web with just a simple command and get results in seconds.,Tavily API를 활용하여 애플리케이션에서 직접 웹 검색을 수행합니다. 실시간 검색 기능으로 프로젝트를 강화하고 풍부한 정보에 손쉽게 액세스합니다. 간단한 명령만으로 웹 검색을 시작하고 몇 초 만에 결과를 얻으세요.,https://smithery.ai/server/@mcp2everything/mcp2tavily,Local,,2
web search,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,0
web search,Perplexity MCP,"An MCP server providing web search functionality using Perplexity AI's API. You can select the model you want to use as well a search recency, day, month, year, etc.","Perplexity AI의 API를 사용하여 웹 검색 기능을 제공하는 MCP 서버입니다. 사용하려는 모델과 검색 최근성, 일, 월, 년 등을 선택할 수 있습니다.",https://smithery.ai/server/perplexity-mcp,Local,,1
web search,Perplexity Web Search Server,"Enable your AI assistants to search the web and retrieve up-to-date information effortlessly. Utilize powerful search capabilities with comprehensive results, including sources and citations, all while filtering by time periods. Simplify your web search tasks with a ready-to-use prompt template for seamless integration.","AI 어시스턴트가 웹을 검색하고 최신 정보를 손쉽게 검색할 수 있도록 하세요. 출처와 인용문을 포함한 포괄적인 결과를 제공하는 강력한 검색 기능을 활용하고, 기간별로 필터링하세요. 원활한 통합을 위한 즉시 사용 가능한 프롬프트 템플릿으로 웹 검색 작업을 간소화하세요.",https://smithery.ai/server/@nachoal/perplexity-mcp,Local,,3
web search,Web Search,"Integrate real-time web search capabilities into your AI assistant. Perform both basic and advanced searches with markdown-formatted results, enhancing your assistant's ability to provide up-to-date information. Empower your AI with a seamless connection to the internet for comprehensive responses.",실시간 웹 검색 기능을 AI 어시스턴트에 통합합니다. 마크다운 형식의 결과로 기본 및 고급 검색을 모두 수행하여 어시스턴트가 최신 정보를 제공하는 기능을 강화합니다. 포괄적인 응답을 위해 인터넷에 원활하게 연결하여 AI를 강화합니다.,https://smithery.ai/server/@mshojaei77/ReActMCP,Local,,4
web search,Local Web Search Server,Perform local web searches and extract content from web pages.,로컬 웹 검색을 수행하고 웹 페이지에서 콘텐츠를 추출합니다.,https://smithery.ai/server/@FradSer/mcp-server-local-web-search,Local,,4
web search,Perplexity Server,"Integrate AI-powered research capabilities seamlessly. Perform web searches, retrieve documentation, and analyze code with ease.","AI 기반 연구 기능을 원활하게 통합합니다. 웹 검색을 수행하고, 문서를 검색하고, 코드를 쉽게 분석합니다.",https://smithery.ai/server/@wysh3/perplexity-mcp-server,Remote,,4
web search,SearXNG MCP Server,"Enable your AI assistants to perform web searches effortlessly with a privacy-respecting metasearch engine. Connect to public or private SearXNG instances and customize your search parameters for tailored results. Experience zero-configuration setup for immediate use, enhancing your AI's capabilities with powerful web search functionality.",개인 정보를 존중하는 메타 검색 엔진으로 AI 어시스턴트가 손쉽게 웹 검색을 수행할 수 있도록 하세요. 공개 또는 비공개 SearXNG 인스턴스에 연결하고 검색 매개변수를 사용자 지정하여 맞춤형 결과를 얻으세요. 즉시 사용할 수 있는 제로 구성 설정을 경험하고 강력한 웹 검색 기능으로 AI의 역량을 강화하세요.,https://smithery.ai/server/@tisDDM/searxng-mcp,Local,,3
web search,DuckDuckGo Web Search,"Search the web using DuckDuckGo and fetch content from the results. Get titles, URLs, and snippets, and convert HTML to markdown for easy reading.","DuckDuckGo를 사용하여 웹을 검색하고 결과에서 콘텐츠를 가져옵니다. 제목, URL, 스니펫을 가져오고 HTML을 마크다운으로 변환하여 쉽게 읽을 수 있습니다.",https://smithery.ai/server/@kouui/web-search-duckduckgo,Local,,1
web search,WebSearch,Perform intelligent web searches and extract specific information from web pages using natural language prompts. Leverage advanced web scraping and crawling capabilities to gather and analyze content seamlessly.,자연어 프롬프트를 사용하여 지능형 웹 검색을 수행하고 웹 페이지에서 특정 정보를 추출합니다. 고급 웹 스크래핑 및 크롤링 기능을 활용하여 콘텐츠를 원활하게 수집하고 분석합니다.,https://smithery.ai/server/@m4s1t4/webSearch-Tools,Local,,4
web search,WebSearch,Perform intelligent web searches and extract specific information from web pages using natural language prompts. Leverage advanced web scraping and crawling capabilities to enhance your content analysis and retrieval tasks.,자연어 프롬프트를 사용하여 지능형 웹 검색을 수행하고 웹 페이지에서 특정 정보를 추출합니다. 고급 웹 스크래핑 및 크롤링 기능을 활용하여 콘텐츠 분석 및 검색 작업을 향상시킵니다.,https://smithery.ai/server/@josemartinrodriguezmortaloni/webSearch-Tools,Local,,4
web search,WebSearch,Enable your AI assistants to perform real-time web searches and retrieve up-to-date information on any topic. Integrate seamlessly with the WebSearch Crawler API for enhanced search capabilities. Empower your applications with instant access to the latest web content.,AI 어시스턴트가 실시간 웹 검색을 수행하고 모든 주제에 대한 최신 정보를 검색할 수 있도록 하세요. 향상된 검색 기능을 위해 WebSearch Crawler API와 완벽하게 통합하세요. 최신 웹 콘텐츠에 즉시 액세스할 수 있도록 애플리케이션을 강화하세요.,https://smithery.ai/server/@mnhlt/websearch-mcp,Local,,2
web search,Web Search Server,Provide Google search capabilities and view web content with advanced bot detection avoidance.,Google 검색 기능을 제공하고 고급 봇 감지 회피 기능을 통해 웹 콘텐츠를 봅니다.,https://smithery.ai/server/@Claw256/mcp-web-search,Local,,3
web search,Baidu Search Server,"Enable web search capabilities through Baidu, allowing you to retrieve and parse webpage content efficiently. Benefit from advanced rate limiting and intelligent text extraction tailored for large language models. Enhance your applications with formatted search results and robust error handling.",Baidu를 통해 웹 검색 기능을 활성화하여 웹페이지 콘텐츠를 효율적으로 검색하고 구문 분석할 수 있습니다. 대규모 언어 모델에 맞게 조정된 고급 속도 제한 및 지능형 텍스트 추출의 이점을 누리세요. 포맷된 검색 결과와 강력한 오류 처리로 애플리케이션을 강화하세요.,https://smithery.ai/server/@Evilran/baidu-mcp-server,Local,,0
web search,Tavily Search,Perform web searches and retrieve information using the Tavily API.,Tavily API를 사용하여 웹 검색을 수행하고 정보를 검색합니다.,https://smithery.ai/server/tavily-search,Remote,,1
web search,DuckDuckGo Search Plugin,"Perform web searches and explore content with advanced navigation features. Enhance your search experience by retrieving detailed results, related queries, and rich content extraction from webpages.","고급 탐색 기능으로 웹 검색을 수행하고 콘텐츠를 탐색하세요. 웹페이지에서 자세한 결과, 관련 쿼리, 풍부한 콘텐츠 추출을 검색하여 검색 환경을 개선하세요.",https://smithery.ai/server/@gianlucamazza/mcp-duckduckgo,Local,,3
web search,DuckDuckGo Search,Perform web searches using DuckDuckGo's API with ease. Get formatted Markdown search results while enjoying built-in rate limiting and error handling. Enhance your applications with powerful search capabilities seamlessly integrated into your workflow.,DuckDuckGo의 API를 사용하여 간편하게 웹 검색을 수행합니다. 내장된 속도 제한 및 오류 처리를 즐기면서 포맷된 마크다운 검색 결과를 얻으세요. 워크플로에 완벽하게 통합된 강력한 검색 기능으로 애플리케이션을 강화하세요.,https://smithery.ai/server/@zhsama/duckduckgo-mcp-server,Local,,3
web search,Google Custom Search Server,"Enable your language models to perform web searches effortlessly using Google's Custom Search API. Integrate search capabilities into your applications with a standardized interface, providing formatted results including titles, URLs, and descriptions. Enhance your LLM's functionality and access real-time information from the web seamlessly.","Google의 Custom Search API를 사용하여 언어 모델이 웹 검색을 손쉽게 수행할 수 있도록 합니다. 표준화된 인터페이스로 검색 기능을 애플리케이션에 통합하여 제목, URL, 설명을 포함한 서식이 지정된 결과를 제공합니다. LLM의 기능을 향상시키고 웹에서 실시간 정보에 원활하게 액세스합니다.",https://smithery.ai/server/@limklister/mcp-google-custom-search-server,Local,,1
web search,Tavily Search,Integrate the Tavily Search API for optimized web search capabilities.,최적화된 웹 검색 기능을 위해 Tavily Search API를 통합하세요.,https://smithery.ai/server/@apappascs/tavily-search-mcp-server,Local,,1
web search,OpenAI WebSearch Server,"Enable your AI assistants to access real-time web search capabilities during conversations. This server enhances the assistant's knowledge with up-to-date information, ensuring users receive accurate and relevant responses. Easily install and configure it for use with popular applications like Claude.app or Zed editor.",대화 중에 AI 어시스턴트가 실시간 웹 검색 기능에 액세스할 수 있도록 합니다. 이 서버는 최신 정보로 어시스턴트의 지식을 강화하여 사용자가 정확하고 관련성 있는 응답을 받을 수 있도록 합니다. Claude.app 또는 Zed editor와 같은 인기 있는 애플리케이션과 함께 사용하도록 쉽게 설치하고 구성합니다.,https://smithery.ai/server/@ConechoAI/openai-websearch-mcp,Local,,2
web search,Google Custom Search Server,Provide web search capabilities using Google Custom Search API.,Google 맞춤 검색 API를 사용하여 웹 검색 기능을 제공합니다.,https://smithery.ai/server/@adenot/mcp-google-search,Local,,1
web search,Brave Search,Integrate web and local search capabilities into your applications. Access comprehensive search results with flexible filtering and smart fallbacks for enhanced user experience.,웹 및 로컬 검색 기능을 애플리케이션에 통합합니다. 유연한 필터링과 스마트 폴백을 통해 포괄적인 검색 결과에 액세스하여 향상된 사용자 경험을 제공합니다.,https://smithery.ai/server/@Shoofio/brave-search-mcp-sse,Local,,3
web search,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,0
web search,Deep Research,"Enhance your research capabilities with advanced web search, document analysis, and image processing. Utilize powerful tools to gather information, analyze PDFs, and retrieve YouTube transcripts seamlessly. Start your research journey with an intelligent agent that simplifies data extraction and analysis.","고급 웹 검색, 문서 분석 및 이미지 처리로 연구 역량을 강화하세요. 강력한 도구를 활용하여 정보를 수집하고, PDF를 분석하고, YouTube 대본을 원활하게 검색하세요. 데이터 추출 및 분석을 간소화하는 지능형 에이전트로 연구 여정을 시작하세요.",https://smithery.ai/server/@Hajime-Y/deep-research-mcp,Local,,2
web search,JinaAI Search,Integrate Jina.ai's Search API with LLMs for advanced web search capabilities.,Jina.ai의 검색 API를 LLM과 통합하여 고급 웹 검색 기능을 제공합니다.,https://smithery.ai/server/@spences10/mcp-jinaai-search,Local,,1
web search,mcp-local-rag | local RAG-like web search,Perform a retrieval-augmented generation (RAG) search on your input queries locally. Enhance your applications with powerful search capabilities without relying on external servers. Experience fast and efficient data retrieval tailored to your needs.,입력 쿼리에 대해 로컬로 검색 증강 생성(RAG) 검색을 수행합니다. 외부 서버에 의존하지 않고 강력한 검색 기능으로 애플리케이션을 강화합니다. 필요에 맞게 조정된 빠르고 효율적인 데이터 검색을 경험하세요.,https://smithery.ai/server/@nkapila6/mcp-local-rag,Local,,2
