search_query,name,description,url,type,usage_count
advanced web browsing automation,Resources,Building the operating system for AI,https://smithery.ai/,,
advanced web browsing automation,Scrapling Fetch,Access text content from bot-protected websites effortlessly. Retrieve documentation and reference materials that are otherwise inaccessible to AI assistants. Optimize your information gathering with tailored fetching and extraction tools.,https://smithery.ai/server/@cyberchitta/scrapling-fetch-mcp,Local,
advanced web browsing automation,Read Browser,"Enhance your browsing experience by reading web pages aloud. Convert text content into speech effortlessly, making information consumption more accessible and convenient.",https://smithery.ai/server/@sfsorin/readbrowser,Local,
advanced web browsing automation,Scrapybara MCP,"Enable seamless interaction with virtual Ubuntu desktops. Run code, browse the web, and perform actions through a user-friendly interface. Enhance your MCP clients with powerful capabilities for real-time operations.",https://smithery.ai/server/@Scrapybara/scrapybara-mcp,Local,
advanced web browsing automation,Steel Puppeteer,"Automate web interactions and capture content effortlessly. Navigate, click, and execute JavaScript in real browsers to enhance your LLM's capabilities. Take screenshots and monitor console logs for comprehensive web automation.",https://smithery.ai/server/@rdvo/mcp-server,Local,
advanced web browsing automation,Browser Use MCP Server,"Enable your applications to perform browser tasks seamlessly. Interact with web pages and retrieve results using a simple API, enhancing your LLM's capabilities with real-time web data.",https://smithery.ai/server/@williamvd4/browser-use-mcp-server,Local,
advanced web browsing automation,Due Diligence Automation,Automate due diligence processes efficiently.,https://smithery.ai/server/@u3588064/autoddc,Local,
advanced web browsing automation,Personal Assistant Agent,"Manage your calendar, tasks, and emails effortlessly. Control smart home devices and retrieve information from the web with ease. Enhance your productivity with a versatile AI assistant that integrates seamlessly with your existing tools.",https://smithery.ai/server/@zhangzhongnan928/mcp-pa-ai-agent,Local,
advanced web browsing automation,Selenium Server,Control web browsers through AI agents using Selenium WebDriver. Automate tasks like web scraping and testing seamlessly with the Model Context Protocol. Enhance your applications with powerful browser automation capabilities.,https://smithery.ai/server/@themindmod/selenium-mcp-server,Local,
advanced web browsing automation,Web Tools Server,Interact with web content through standardized tools. Use the web_scrape tool to fetch and summarize content from any website effortlessly.,https://smithery.ai/server/@surya-madhav/MCP,Local,
advanced web browsing automation,Website Information MCP Server,"Fetch and parse content from any website effortlessly. Utilize advanced web scraping capabilities to extract structured data, bypass bot detection, and access dynamic content. Integrate seamlessly with Cursor AI for enhanced data retrieval.",https://smithery.ai/server/@cancelei/mcp_test_booking,Remote,
advanced web browsing automation,AI-Powered Construction Document Assistant,"Interact seamlessly with construction documents, drawings, and specifications. Analyze technical details and retrieve specific information effortlessly, enhancing your project management capabilities.",https://smithery.ai/server/@Arborist-ai/ClaudeHopper,Local,
